#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	tigrfam_acc	tigrfam_desc	Taxonomy
metaerg.pl|03236	NODE_16_length_116419_cov_91.8361	61674	63635	1962	1	No	0	TIGR00614	"ATP-dependent DNA helicase, RecQ family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03236	NODE_16_length_116419_cov_91.8361	61674	63635	1962	1	No	0	TIGR01389	"ATP-dependent DNA helicase RecQ"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03244	NODE_16_length_116419_cov_91.8361	66887	68161	1275	-1	No	0	TIGR01499	"bifunctional protein FolC"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03245	NODE_16_length_116419_cov_91.8361	68158	69084	927	-1	No	0	TIGR00515	"acetyl-CoA carboxylase, carboxyl transferase, beta subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis
metaerg.pl|03248	NODE_16_length_116419_cov_91.8361	70177	71598	1422	1	No	2	TIGR04265	"cardiolipin synthase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis
metaerg.pl|03254	NODE_16_length_116419_cov_91.8361	75056	76549	1494	-1	No	0	TIGR01479	"mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Gemmobacter_A;s__Gemmobacter_A nectariphilus
metaerg.pl|03256	NODE_16_length_116419_cov_91.8361	77632	78753	1122	-1	No	0	TIGR01472	"GDP-mannose 4,6-dehydratase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marinovum;s__Marinovum algicola
metaerg.pl|03268	NODE_16_length_116419_cov_91.8361	86103	87482	1380	-1	No	0	TIGR01469	"uroporphyrinogen-III C-methyltransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03268	NODE_16_length_116419_cov_91.8361	86103	87482	1380	-1	No	0	TIGR01470	"siroheme synthase, N-terminal domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03271	NODE_16_length_116419_cov_91.8361	90996	91328	333	-1	No	0	TIGR02378	"nitrite reductase [NAD(P)H], small subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius sp002428225
metaerg.pl|03272	NODE_16_length_116419_cov_91.8361	91325	93766	2442	-1	YES	0	TIGR02374	"nitrite reductase [NAD(P)H], large subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03274	NODE_16_length_116419_cov_91.8361	93772	94566	795	-1	No	0	TIGR01184	"nitrate ABC transporter, ATP-binding proteins C and D"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03275	NODE_16_length_116419_cov_91.8361	94570	95457	888	-1	No	7	TIGR01183	"nitrate ABC transporter, permease protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03281	NODE_16_length_116419_cov_91.8361	99020	101023	2004	-1	No	0	TIGR00459	"aspartate--tRNA ligase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis
metaerg.pl|03283	NODE_16_length_116419_cov_91.8361	101474	102973	1500	1	No	0	TIGR00254	"diguanylate cyclase (GGDEF) domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03289	NODE_16_length_116419_cov_91.8361	103720	104298	579	-1	No	0	TIGR02937	"RNA polymerase sigma factor, sigma-70 family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03296	NODE_16_length_116419_cov_91.8361	106563	107576	1014	-1	No	0	TIGR01186	"glycine betaine/L-proline transport ATP binding subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Maritimibacter;s__Maritimibacter sp001626765
metaerg.pl|03303	NODE_16_length_116419_cov_91.8361	111204	112073	870	1	No	0	TIGR01122	"branched-chain amino acid aminotransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03312	NODE_17_length_116352_cov_46.5074	1999	3408	1410	1	No	0	TIGR00838	"argininosuccinate lyase"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03315	NODE_17_length_116352_cov_46.5074	5589	6416	828	-1	No	0	TIGR00671	"pantothenate kinase, type III"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03323	NODE_17_length_116352_cov_46.5074	14166	15611	1446	1	No	0	TIGR01730	"efflux transporter, RND family, MFP subunit"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03326	NODE_17_length_116352_cov_46.5074	19539	21638	2100	1	No	0	TIGR00229	"PAS domain S-box protein"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc sp001712795
metaerg.pl|03328	NODE_17_length_116352_cov_46.5074	22914	23276	363	1	No	0	TIGR01024	"ribosomal protein bL19"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|03330	NODE_17_length_116352_cov_46.5074	23690	23911	222	1	No	1	TIGR00964	"preprotein translocase, SecE subunit"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03332	NODE_17_length_116352_cov_46.5074	23911	24543	633	1	No	0	TIGR00922	"transcription termination/antitermination factor NusG"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03333	NODE_17_length_116352_cov_46.5074	24550	24975	426	1	No	0	TIGR01632	"ribosomal protein uL11"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03334	NODE_17_length_116352_cov_46.5074	25097	25813	717	1	No	0	TIGR01169	"ribosomal protein uL1"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03336	NODE_17_length_116352_cov_46.5074	27207	27599	393	1	No	0	TIGR00855	"ribosomal protein bL12"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03342	NODE_17_length_116352_cov_46.5074	31862	35968	4107	-1	No	0	TIGR02388	"DNA-directed RNA polymerase, beta'' subunit"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03343	NODE_17_length_116352_cov_46.5074	36078	37955	1878	-1	No	0	TIGR02387	"DNA-directed RNA polymerase, gamma subunit"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|03344	NODE_17_length_116352_cov_46.5074	38227	41529	3303	-1	No	0	TIGR02013	"DNA-directed RNA polymerase, beta subunit"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03345	NODE_17_length_116352_cov_46.5074	42306	43091	786	-1	No	0	TIGR00010	"hydrolase, TatD family"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|03346	NODE_17_length_116352_cov_46.5074	43224	43553	330	-1	No	0	TIGR00029	"ribosomal protein bS20"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|03347	NODE_17_length_116352_cov_46.5074	44194	45495	1302	1	No	0	TIGR00069	"histidinol dehydrogenase"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|03354	NODE_17_length_116352_cov_46.5074	52216	52488	273	-1	No	0	TIGR01573	"CRISPR-associated endonuclease Cas2"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03355	NODE_17_length_116352_cov_46.5074	52500	53501	1002	-1	No	0	TIGR00287	"CRISPR-associated endonuclease Cas1"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03355	NODE_17_length_116352_cov_46.5074	52500	53501	1002	-1	No	0	TIGR04093	"CRISPR-associated endonuclease Cas1, subtype CYANO"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03356	NODE_17_length_116352_cov_46.5074	53787	54377	591	-1	No	0	TIGR00372	"CRISPR-associated protein Cas4"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03357	NODE_17_length_116352_cov_46.5074	54442	55272	831	-1	No	0	TIGR01877	"CRISPR-associated endoribonuclease Cas6"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03359	NODE_17_length_116352_cov_46.5074	56138	56845	708	-1	No	0	TIGR03159	"CRISPR type I-D/CYANO-associated protein Csc1"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03360	NODE_17_length_116352_cov_46.5074	56851	57861	1011	-1	No	0	TIGR03157	"CRISPR type I-D/CYANO-associated protein Csc2"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03361	NODE_17_length_116352_cov_46.5074	58011	61310	3300	-1	No	0	TIGR03174	"CRISPR type I-D/CYANO-associated protein Csc3/Cas10d"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Aulosira;s__Aulosira sp002154695
metaerg.pl|03364	NODE_17_length_116352_cov_46.5074	62340	64517	2178	-1	No	0	TIGR03158	"CRISPR-associated helicase Cas3, subtype CYANO"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03370	NODE_17_length_116352_cov_46.5074	68602	70128	1527	1	No	1	TIGR02733	"C-3',4' desaturase CrtD"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03381	NODE_17_length_116352_cov_46.5074	75669	76451	783	1	No	0	TIGR00195	"exodeoxyribonuclease III"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|03381	NODE_17_length_116352_cov_46.5074	75669	76451	783	1	No	0	TIGR00633	"exodeoxyribonuclease III (xth)"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|03383	NODE_17_length_116352_cov_46.5074	77542	79038	1497	1	No	0	TIGR01843	"type I secretion membrane fusion protein, HlyD family"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03385	NODE_17_length_116352_cov_46.5074	81193	83847	2655	-1	No	5	TIGR01846	"type I secretion system ATPase"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03388	NODE_17_length_116352_cov_46.5074	84714	85556	843	-1	No	5	TIGR00297	"TIGR00297 family protein"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|03394	NODE_17_length_116352_cov_46.5074	89317	90021	705	-1	No	0	TIGR00046	"RNA methyltransferase, RsmE family"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03395	NODE_17_length_116352_cov_46.5074	90028	91074	1047	-1	No	7	TIGR00271	"uncharacterized hydrophobic domain"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03395	NODE_17_length_116352_cov_46.5074	90028	91074	1047	-1	No	7	TIGR00341	"TIGR00341 family protein"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03397	NODE_17_length_116352_cov_46.5074	91261	93180	1920	-1	No	0	TIGR02042	"sulfite reductase, ferredoxin dependent"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|03422	NODE_17_length_116352_cov_46.5074	106307	106567	261	-1	No	0	TIGR00002	"ribosomal protein bS16"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03423	NODE_17_length_116352_cov_46.5074	106965	108431	1467	-1	No	0	TIGR00959	"signal recognition particle protein"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03428	NODE_17_length_116352_cov_46.5074	112197	114776	2580	1	YES	0	TIGR01783	"TonB-dependent siderophore receptor"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Chroococcidiopsidaceae;g__Chroogloeocystis;s__Chroogloeocystis sp002964865
metaerg.pl|03438	NODE_18_length_116309_cov_15.0601	2050	3231	1182	-1	No	0	TIGR01892	"acetylornithine deacetylase (ArgE)"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03450	NODE_18_length_116309_cov_15.0601	10005	10385	381	-1	No	0	TIGR00223	"aspartate 1-decarboxylase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03470	NODE_18_length_116309_cov_15.0601	26583	27770	1188	1	No	0	TIGR00331	"heat-inducible transcription repressor HrcA"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03472	NODE_18_length_116309_cov_15.0601	28970	29713	744	1	No	0	TIGR00046	"RNA methyltransferase, RsmE family"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03475	NODE_18_length_116309_cov_15.0601	31631	32116	486	1	No	0	TIGR00043	"rRNA maturation RNase YbeY"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03478	NODE_18_length_116309_cov_15.0601	33664	34104	441	1	No	0	TIGR01354	"cytidine deaminase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03479	NODE_18_length_116309_cov_15.0601	34101	35078	978	1	No	0	TIGR00231	"small GTP-binding protein domain"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03479	NODE_18_length_116309_cov_15.0601	34101	35078	978	1	No	0	TIGR00436	"GTP-binding protein Era"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03491	NODE_18_length_116309_cov_15.0601	44594	45949	1356	1	No	0	TIGR01499	"bifunctional protein FolC"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Pseudonocardiaceae;g__Sciscionella;s__Sciscionella marina
metaerg.pl|03511	NODE_18_length_116309_cov_15.0601	63067	64701	1635	-1	No	12	TIGR00842	"transporter, betaine/carnitine/choline transporter (BCCT) family"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03517	NODE_18_length_116309_cov_15.0601	66651	67280	630	1	No	0	TIGR03848	"probable phosphomutase, MSMEG_4193 family"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03518	NODE_18_length_116309_cov_15.0601	67277	67810	534	1	No	0	TIGR03847	"conserved hypothetical protein"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03519	NODE_18_length_116309_cov_15.0601	67816	68637	822	1	No	0	TIGR03843	"conserved hypothetical protein"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03521	NODE_18_length_116309_cov_15.0601	69101	69850	750	1	No	0	TIGR00613	"DNA repair protein RecO"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03522	NODE_18_length_116309_cov_15.0601	69921	70733	813	1	No	0	TIGR00055	"di-trans,poly-cis-decaprenylcistransferase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03524	NODE_18_length_116309_cov_15.0601	71595	72854	1260	-1	No	9	TIGR01726	"amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Jiangellales;f__Jiangellaceae;g__Phytoactinopolyspora;s__Phytoactinopolyspora sp003287285
metaerg.pl|03526	NODE_18_length_116309_cov_15.0601	72854	74044	1191	-1	No	6	TIGR01726	"amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Jiangellales;f__Jiangellaceae;g__Phytoactinopolyspora;s__Phytoactinopolyspora sp003287285
metaerg.pl|03538	NODE_18_length_116309_cov_15.0601	82482	83444	963	-1	No	0	TIGR00126	"deoxyribose-phosphate aldolase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03550	NODE_18_length_116309_cov_15.0601	91008	92393	1386	1	No	0	TIGR00389	"glycine--tRNA ligase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03560	NODE_18_length_116309_cov_15.0601	97070	98458	1389	1	No	0	TIGR00218	"mannose-6-phosphate isomerase, class I"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03563	NODE_18_length_116309_cov_15.0601	100853	102715	1863	1	No	0	TIGR01391	"DNA primase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03564	NODE_18_length_116309_cov_15.0601	103209	104690	1482	1	No	0	TIGR02937	"RNA polymerase sigma factor, sigma-70 family"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03588	NODE_19_length_114209_cov_55.1989	2403	3599	1197	-1	No	0	TIGR01885	"ornithine--oxo-acid transaminase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03590	NODE_19_length_114209_cov_55.1989	5145	6530	1386	1	No	11	TIGR00835	"amino acid carrier protein"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__Thermobispora;s__Thermobispora bispora
metaerg.pl|03592	NODE_19_length_114209_cov_55.1989	6619	7146	528	-1	No	0	TIGR00119	"acetolactate synthase, small subunit"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03593	NODE_19_length_114209_cov_55.1989	7143	9035	1893	-1	No	0	TIGR00118	"acetolactate synthase, large subunit, biosynthetic type"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03594	NODE_19_length_114209_cov_55.1989	9400	11292	1893	-1	No	0	TIGR00204	"1-deoxy-D-xylulose-5-phosphate synthase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03598	NODE_19_length_114209_cov_55.1989	12970	14466	1497	-1	No	0	TIGR00133	"aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03599	NODE_19_length_114209_cov_55.1989	14463	16046	1584	-1	No	0	TIGR00132	"aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, A subunit"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03600	NODE_19_length_114209_cov_55.1989	16161	16457	297	-1	No	0	TIGR00135	"aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, C subunit"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03601	NODE_19_length_114209_cov_55.1989	16729	17247	519	1	No	0	TIGR01382	"intracellular protease, PfpI family"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__QHCA01;g__QHCA01;s__QHCA01 sp003244095
metaerg.pl|03605	NODE_19_length_114209_cov_55.1989	20106	22202	2097	-1	No	0	TIGR00575	"DNA ligase, NAD-dependent"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03608	NODE_19_length_114209_cov_55.1989	23058	24200	1143	-1	No	0	TIGR00420	"tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03620	NODE_19_length_114209_cov_55.1989	32556	34130	1575	1	No	10	TIGR01625	"AspT/YidE/YbjL antiporter duplication domain"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03640	NODE_19_length_114209_cov_55.1989	46244	46966	723	-1	No	0	TIGR00107	"purine nucleoside phosphorylase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|03643	NODE_19_length_114209_cov_55.1989	49273	49875	603	-1	No	0	TIGR00080	"protein-L-isoaspartate O-methyltransferase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
