#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	ec_id	ec_name	Taxonomy
metaerg.pl|01775	NODE_7_length_156761_cov_90.1325	127940	130318	2379	1	No	0	3.6.4.12	"DNA helicase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|01781	NODE_7_length_156761_cov_90.1325	133978	134967	990	1	No	0	2.1.1.199	"16S rRNA (cytosine(1402)-N(4))-methyltransferase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|01784	NODE_7_length_156761_cov_90.1325	135355	137136	1782	1	No	1	3.4.16.4	"Serine-type D-Ala-D-Ala carboxypeptidase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|01786	NODE_7_length_156761_cov_90.1325	137197	138681	1485	1	No	0	6.3.2.13	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|01787	NODE_7_length_156761_cov_90.1325	138678	140093	1416	1	No	0	6.3.2.10	"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|01788	NODE_7_length_156761_cov_90.1325	140112	141197	1086	1	No	10	2.7.8.13	"Phospho-N-acetylmuramoyl-pentapeptide-transferase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|01790	NODE_7_length_156761_cov_90.1325	141259	142461	1203	-1	No	0	2.6.1.1	"Aspartate transaminase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|01796	NODE_7_length_156761_cov_90.1325	145363	146151	789	1	YES	1	2.7.1.50	"Hydroxyethylthiazole kinase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rubellimicrobium;s__Rubellimicrobium thermophilum"
metaerg.pl|01799	NODE_7_length_156761_cov_90.1325	146148	146759	612	1	No	0	2.5.1.3	"Thiamine phosphate synthase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rubellimicrobium;s__Rubellimicrobium thermophilum"
metaerg.pl|01800	NODE_7_length_156761_cov_90.1325	146756	147556	801	1	No	0	2.7.1.49	"Hydroxymethylpyrimidine kinase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter_C;s__Rhodobacter_C vinaykumarii"
metaerg.pl|01800	NODE_7_length_156761_cov_90.1325	146756	147556	801	1	No	0	2.7.1.49 2.7.4.7	""	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter_C;s__Rhodobacter_C vinaykumarii"
metaerg.pl|01801	NODE_7_length_156761_cov_90.1325	147553	148224	672	1	No	0	2.5.1.3	"Thiamine phosphate synthase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseibaca;s__Roseibaca calidilacus"
metaerg.pl|01801	NODE_7_length_156761_cov_90.1325	147553	148224	672	1	No	0	2.7.1.49	"Hydroxymethylpyrimidine kinase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseibaca;s__Roseibaca calidilacus"
metaerg.pl|01801	NODE_7_length_156761_cov_90.1325	147553	148224	672	1	No	0	2.7.4.7	"Phosphooxymethylpyrimidine kinase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseibaca;s__Roseibaca calidilacus"
metaerg.pl|01801	NODE_7_length_156761_cov_90.1325	147553	148224	672	1	No	0	3.5.99.2	"Aminopyrimidine aminohydrolase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseibaca;s__Roseibaca calidilacus"
metaerg.pl|01802	NODE_7_length_156761_cov_90.1325	148225	148929	705	-1	No	0	2.1.1.222	"2-polyprenyl-6-hydroxyphenol methylase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius tolerans"
metaerg.pl|01802	NODE_7_length_156761_cov_90.1325	148225	148929	705	-1	No	0	2.1.1.64	"3-demethylubiquinol 3-O-methyltransferase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius tolerans"
metaerg.pl|01805	NODE_7_length_156761_cov_90.1325	149724	150668	945	-1	YES	0	1.6.3.5	"Renalase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis"
metaerg.pl|01809	NODE_7_length_156761_cov_90.1325	151648	152031	384	1	No	0	2.7.13.3	"Histidine kinase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis"
metaerg.pl|01811	NODE_7_length_156761_cov_90.1325	152832	153812	981	1	No	0	1.2.1.12	"Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|01813	NODE_7_length_156761_cov_90.1325	154331	155110	780	1	No	0	2.4.1.213	"Glucosylglycerol-phosphate synthase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter thiooxidans"
metaerg.pl|01814	NODE_7_length_156761_cov_90.1325	155107	156624	1518	1	No	0	2.4.1.213	"Glucosylglycerol-phosphate synthase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis"
metaerg.pl|01818	NODE_8_length_148846_cov_51.2398	824	1432	609	1	No	0	1.15.1.1	"Superoxide dismutase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01823	NODE_8_length_148846_cov_51.2398	6001	6564	564	1	No	0	6.3.3.2	"5-formyltetrahydrofolate cyclo-ligase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01826	NODE_8_length_148846_cov_51.2398	7448	8404	957	1	YES	0	1.1.1.27	"L-lactate dehydrogenase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01828	NODE_8_length_148846_cov_51.2398	8518	10116	1599	1	No	7	3.4.21.105	"Rhomboid protease."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01832	NODE_8_length_148846_cov_51.2398	11333	12577	1245	1	No	0	2.7.1.2	"Glucokinase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01840	NODE_8_length_148846_cov_51.2398	14359	14997	639	1	No	0	3.-.-.-	"Hydrolases."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01860	NODE_8_length_148846_cov_51.2398	21241	22329	1089	1	No	0	2.1.2.10	"Aminomethyltransferase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01861	NODE_8_length_148846_cov_51.2398	22349	23695	1347	1	No	0	1.4.4.2	"Glycine dehydrogenase (aminomethyl-transferring)."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01862	NODE_8_length_148846_cov_51.2398	23692	25155	1464	1	No	0	1.4.4.2	"Glycine dehydrogenase (aminomethyl-transferring)."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01865	NODE_8_length_148846_cov_51.2398	25756	26586	831	1	No	0	2.3.1.181	"Lipoyl(octanoyl) transferase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01866	NODE_8_length_148846_cov_51.2398	26872	29439	2568	1	No	0	1.17.4.1	"Ribonucleoside-diphosphate reductase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01872	NODE_8_length_148846_cov_51.2398	32114	33175	1062	1	YES	0	3.4.-.-	"Acting on peptide bonds (peptidases)."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01877	NODE_8_length_148846_cov_51.2398	35025	36383	1359	1	No	0	6.3.4.14	"Biotin carboxylase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01880	NODE_8_length_148846_cov_51.2398	37437	38300	864	1	No	0	1.5.1.5	"Methylenetetrahydrofolate dehydrogenase (NADP(+))."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01880	NODE_8_length_148846_cov_51.2398	37437	38300	864	1	No	0	3.5.4.9	"Methenyltetrahydrofolate cyclohydrolase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01881	NODE_8_length_148846_cov_51.2398	38302	39657	1356	1	No	0	3.1.11.6	"Exodeoxyribonuclease VII."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01882	NODE_8_length_148846_cov_51.2398	39657	39887	231	1	No	0	3.1.11.6	"Exodeoxyribonuclease VII."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01883	NODE_8_length_148846_cov_51.2398	39889	40776	888	1	No	0	2.5.1.10	"(2E,6E)-farnesyl diphosphate synthase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01886	NODE_8_length_148846_cov_51.2398	42044	43933	1890	1	No	0	2.2.1.7	"1-deoxy-D-xylulose-5-phosphate synthase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01887	NODE_8_length_148846_cov_51.2398	43936	44742	807	1	No	0	2.1.1.-	"Methyltransferases."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01894	NODE_8_length_148846_cov_51.2398	50986	51891	906	1	No	0	2.3.1.19	"Phosphate butyryltransferase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01895	NODE_8_length_148846_cov_51.2398	52027	53124	1098	1	No	0	1.4.1.9	"Leucine dehydrogenase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01896	NODE_8_length_148846_cov_51.2398	53139	54245	1107	1	No	0	2.7.2.7	"Butyrate kinase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01897	NODE_8_length_148846_cov_51.2398	54248	55675	1428	1	No	0	1.8.1.4	"Dihydrolipoyl dehydrogenase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01898	NODE_8_length_148846_cov_51.2398	55698	56693	996	1	No	0	1.2.4.4	"3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01899	NODE_8_length_148846_cov_51.2398	56698	57681	984	1	No	0	1.2.4.4	"3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01900	NODE_8_length_148846_cov_51.2398	57709	58980	1272	1	No	0	2.3.1.168	"Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01902	NODE_8_length_148846_cov_51.2398	59410	59838	429	1	No	0	1.-.-.-	"Oxidoreductases."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01907	NODE_8_length_148846_cov_51.2398	62377	64020	1644	1	No	0	5.4.99.2	"Methylmalonyl-CoA mutase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01907	NODE_8_length_148846_cov_51.2398	62377	64020	1644	1	No	0	5.4.99.-	"Transferring other groups."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01908	NODE_8_length_148846_cov_51.2398	64035	64880	846	1	No	0	5.1.99.1	"Methylmalonyl-CoA epimerase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01909	NODE_8_length_148846_cov_51.2398	64867	66414	1548	1	No	0	6.4.1.3	"Propionyl-CoA carboxylase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01912	NODE_8_length_148846_cov_51.2398	68156	69343	1188	1	No	0	2.7.7.7	"DNA-directed DNA polymerase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01918	NODE_8_length_148846_cov_51.2398	72297	73127	831	-1	No	0	1.5.1.2	"Pyrroline-5-carboxylate reductase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01919	NODE_8_length_148846_cov_51.2398	73270	74058	789	1	No	0	1.-.-.-	"Oxidoreductases."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01920	NODE_8_length_148846_cov_51.2398	74081	74548	468	1	No	0	3.1.3.48	"Protein-tyrosine-phosphatase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01922	NODE_8_length_148846_cov_51.2398	75832	77322	1491	1	YES	0	1.3.8.2	"4,4'-diapophytoene desaturase (4,4'-diapolycopene-forming)."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01922	NODE_8_length_148846_cov_51.2398	75832	77322	1491	1	YES	0	1.14.99.-	"Miscellaneous."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01924	NODE_8_length_148846_cov_51.2398	77319	78776	1458	1	No	0	1.2.99.10	"4,4'-diapolycopenoate synthase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01924	NODE_8_length_148846_cov_51.2398	77319	78776	1458	1	No	0	1.14.99.-	"Miscellaneous."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01925	NODE_8_length_148846_cov_51.2398	78836	79678	843	1	No	0	2.5.1.32	"15-cis-phytoene synthase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01926	NODE_8_length_148846_cov_51.2398	79986	81455	1470	-1	No	0	1.14.99.44	"Diapolycopene oxygenase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01926	NODE_8_length_148846_cov_51.2398	79986	81455	1470	-1	No	0	1.14.99.-	"Miscellaneous."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01933	NODE_8_length_148846_cov_51.2398	84290	85174	885	1	No	0	3.1.3.-	"Phosphoric monoester hydrolases."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01935	NODE_8_length_148846_cov_51.2398	86126	86956	831	-1	No	7	3.6.1.27	"Undecaprenyl-diphosphate phosphatase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01941	NODE_8_length_148846_cov_51.2398	88340	89251	912	-1	YES	0	1.-.-.-	"Oxidoreductases."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01943	NODE_8_length_148846_cov_51.2398	89408	89965	558	1	No	0	3.6.1.13	"ADP-ribose diphosphatase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01946	NODE_8_length_148846_cov_51.2398	91801	92985	1185	1	No	0	5.4.2.7	"Phosphopentomutase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01947	NODE_8_length_148846_cov_51.2398	93000	93812	813	1	No	0	2.4.2.1	"Purine-nucleoside phosphorylase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01948	NODE_8_length_148846_cov_51.2398	93972	95276	1305	1	No	0	2.4.2.2	"Pyrimidine-nucleoside phosphorylase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01949	NODE_8_length_148846_cov_51.2398	95597	96934	1338	1	No	0	4.1.1.20	"Diaminopimelate decarboxylase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01950	NODE_8_length_148846_cov_51.2398	97196	97630	435	1	No	0	5.2.1.8	"Peptidylprolyl isomerase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01951	NODE_8_length_148846_cov_51.2398	98027	99115	1089	1	No	0	3.5.4.26	"Diaminohydroxyphosphoribosylaminopyrimidine deaminase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01951	NODE_8_length_148846_cov_51.2398	98027	99115	1089	1	No	0	1.1.1.193	"5-amino-6-(5-phosphoribosylamino)uracil reductase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01951	NODE_8_length_148846_cov_51.2398	98027	99115	1089	1	No	0	3.5.4.-	"In cyclic amidines."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01952	NODE_8_length_148846_cov_51.2398	99115	99768	654	1	No	0	2.5.1.9	"Riboflavin synthase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01953	NODE_8_length_148846_cov_51.2398	99859	101058	1200	1	No	0	4.1.99.12	"3,4-dihydroxy-2-butanone-4-phosphate synthase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01953	NODE_8_length_148846_cov_51.2398	99859	101058	1200	1	No	0	3.5.4.25	"GTP cyclohydrolase II."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01954	NODE_8_length_148846_cov_51.2398	101116	101580	465	1	No	0	2.5.1.78	"6,7-dimethyl-8-ribityllumazine synthase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01958	NODE_8_length_148846_cov_51.2398	104304	105104	801	-1	No	0	1.1.1.36	"Acetoacetyl-CoA reductase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01964	NODE_8_length_148846_cov_51.2398	108583	109302	720	1	No	0	5.4.99.22	"23S rRNA pseudouridine(2605) synthase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01964	NODE_8_length_148846_cov_51.2398	108583	109302	720	1	No	0	5.4.99.-	"Transferring other groups."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01972	NODE_8_length_148846_cov_51.2398	113596	115410	1815	1	No	2	2.7.13.3	"Histidine kinase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01974	NODE_8_length_148846_cov_51.2398	115430	115987	558	1	No	0	2.5.1.17	"Corrinoid adenosyltransferase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01977	NODE_8_length_148846_cov_51.2398	117847	119460	1614	-1	No	0	1.1.1.95	"Phosphoglycerate dehydrogenase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01980	NODE_8_length_148846_cov_51.2398	121433	122956	1524	1	No	0	3.6.4.12	"DNA helicase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01986	NODE_8_length_148846_cov_51.2398	124282	125721	1440	-1	No	0	4.1.99.3	"Deoxyribodipyrimidine photo-lyase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01987	NODE_8_length_148846_cov_51.2398	126195	127868	1674	1	No	0	6.3.4.3	"Formate--tetrahydrofolate ligase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01991	NODE_8_length_148846_cov_51.2398	129963	131255	1293	1	No	0	1.4.1.2	"Glutamate dehydrogenase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|01992	NODE_8_length_148846_cov_51.2398	131462	132460	999	1	No	0	1.8.-.-	"Acting on a sulfur group of donors."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
