#Geneid	Kegg_id	Pathway_name	Taxonomy
metaerg.pl|06552	00230	"Purine metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp003022385"
metaerg.pl|06552	00790	"Folate biosynthesis"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp003022385"
metaerg.pl|06553	00400	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea nodulosa"
metaerg.pl|06553	05111	"Vibrio cholerae pathogenic cycle"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea nodulosa"
metaerg.pl|06553	00230	"Purine metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea nodulosa"
metaerg.pl|06553	00240	"Pyrimidine metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea nodulosa"
metaerg.pl|06553	03030	"DNA replication"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea nodulosa"
metaerg.pl|06553	00010	"Glycolysis / Gluconeogenesis"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea nodulosa"
metaerg.pl|06553	00710	"Carbon fixation in photosynthetic organisms"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea nodulosa"
metaerg.pl|06553	00983	"Drug metabolism - other enzymes"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea nodulosa"
metaerg.pl|06553	00790	"Folate biosynthesis"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea nodulosa"
metaerg.pl|06553	00340	"Histidine metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea nodulosa"
metaerg.pl|06553	04011	"MAPK signaling pathway - yeast"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea nodulosa"
metaerg.pl|06553	02020	"Two-component system - General"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea nodulosa"
metaerg.pl|06553	03090	"Type II secretion system"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea nodulosa"
metaerg.pl|06553	00620	"Pyruvate metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea nodulosa"
metaerg.pl|06562	02010	"ABC transporters - General"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp003017855"
metaerg.pl|06565	00310	"Lysine degradation"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp003022385"
metaerg.pl|06565	00300	"Lysine biosynthesis"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp003022385"
metaerg.pl|06569	02010	"ABC transporters - General"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea tenue"
metaerg.pl|06570	02010	"ABC transporters - General"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp003022385"
metaerg.pl|06571	02010	"ABC transporters - General"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp000763385"
metaerg.pl|06573	02010	"ABC transporters - General"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea nodulosa"
metaerg.pl|06575	00230	"Purine metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp000763385"
metaerg.pl|06575	02010	"ABC transporters - General"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp000763385"
metaerg.pl|06578	00860	"Porphyrin and chlorophyll metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea nodulosa"
metaerg.pl|06579	00030	"Pentose phosphate pathway"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp000763385"
metaerg.pl|06579	00710	"Carbon fixation in photosynthetic organisms"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp000763385"
metaerg.pl|06579	00051	"Fructose and mannose metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp000763385"
metaerg.pl|06579	00010	"Glycolysis / Gluconeogenesis"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp000763385"
metaerg.pl|06580	00550	"Peptidoglycan biosynthesis"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp003249105"
metaerg.pl|06580	00500	"Starch and sucrose metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp003249105"
metaerg.pl|06580	00530	"Aminosugars metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp003249105"
metaerg.pl|06582	03030	"DNA replication"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea nodulosa"
metaerg.pl|06584	00010	"Glycolysis / Gluconeogenesis"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp003017855"
metaerg.pl|06592	00240	"Pyrimidine metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea nodulosa"
metaerg.pl|06593	00680	"Methane metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Neosynechococcales;f__Neosynechococcaceae;g__GCF-001939115;s__GCF-001939115 sp001939115"
metaerg.pl|06593	00940	"Phenylpropanoid biosynthesis"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Neosynechococcales;f__Neosynechococcaceae;g__GCF-001939115;s__GCF-001939115 sp001939115"
metaerg.pl|06593	00360	"Phenylalanine metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Neosynechococcales;f__Neosynechococcaceae;g__GCF-001939115;s__GCF-001939115 sp001939115"
metaerg.pl|06611	00550	"Peptidoglycan biosynthesis"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp000763385"
metaerg.pl|06615	02010	"ABC transporters - General"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea nodulosa"
metaerg.pl|06619	00100	"Biosynthesis of steroids"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea antarctica"
metaerg.pl|06629	00530	"Aminosugars metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea tenue"
metaerg.pl|06629	00500	"Starch and sucrose metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea tenue"
metaerg.pl|06629	00550	"Peptidoglycan biosynthesis"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea tenue"
metaerg.pl|06630	00195	"Photosynthesis"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__CCP5;s__CCP5 sp003017785"
metaerg.pl|06640	00626	"Naphthalene and anthracene degradation"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp003022385"
metaerg.pl|06640	00450	"Selenoamino acid metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp003022385"
metaerg.pl|06640	00340	"Histidine metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp003022385"
metaerg.pl|06640	00380	"Tryptophan metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp003022385"
metaerg.pl|06640	00150	"Androgen and estrogen metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp003022385"
metaerg.pl|06640	00130	"Ubiquinone biosynthesis"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp003022385"
metaerg.pl|06640	00350	"Tyrosine metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp003022385"
metaerg.pl|06646	00564	"Glycerophospholipid metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp000763385"
metaerg.pl|06646	00190	"Oxidative phosphorylation"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp000763385"
metaerg.pl|06646	00300	"Lysine biosynthesis"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp000763385"
metaerg.pl|06646	00071	"Fatty acid metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp000763385"
metaerg.pl|06646	05012	"Parkinson's disease"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp000763385"
metaerg.pl|06647	00061	"Fatty acid biosynthesis"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp003017855"
metaerg.pl|06648	00620	"Pyruvate metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp000763385"
metaerg.pl|06648	00252	"Alanine and aspartate metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp000763385"
metaerg.pl|06648	01051	"Biosynthesis of ansamycins"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp000763385"
metaerg.pl|06648	00650	"Butanoate metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp000763385"
metaerg.pl|06648	00030	"Pentose phosphate pathway"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp000763385"
metaerg.pl|06648	00010	"Glycolysis / Gluconeogenesis"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp000763385"
metaerg.pl|06648	00710	"Carbon fixation in photosynthetic organisms"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp000763385"
metaerg.pl|06648	00290	"Valine, leucine and isoleucine biosynthesis"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp000763385"
metaerg.pl|06648	00020	"Citrate cycle (TCA cycle)"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp000763385"
metaerg.pl|13302	00300	"Lysine biosynthesis"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B paradoxus"
metaerg.pl|13304	00480	"Glutathione metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B nitratireducens"
metaerg.pl|13304	00360	"Phenylalanine metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B nitratireducens"
metaerg.pl|13304	00940	"Phenylpropanoid biosynthesis"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B nitratireducens"
metaerg.pl|13304	00680	"Methane metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B nitratireducens"
metaerg.pl|13306	00790	"Folate biosynthesis"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio;s__Thioalkalivibrio sp000381945"
metaerg.pl|13307	01051	"Biosynthesis of ansamycins"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B nitratireducens"
metaerg.pl|13307	00252	"Alanine and aspartate metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B nitratireducens"
metaerg.pl|13307	00620	"Pyruvate metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B nitratireducens"
metaerg.pl|13307	00650	"Butanoate metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B nitratireducens"
metaerg.pl|13307	00290	"Valine, leucine and isoleucine biosynthesis"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B nitratireducens"
metaerg.pl|13307	00030	"Pentose phosphate pathway"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B nitratireducens"
metaerg.pl|13307	00710	"Carbon fixation in photosynthetic organisms"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B nitratireducens"
metaerg.pl|13307	00010	"Glycolysis / Gluconeogenesis"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B nitratireducens"
metaerg.pl|13307	00020	"Citrate cycle (TCA cycle)"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B nitratireducens"
metaerg.pl|13307	00100	"Biosynthesis of steroids"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B nitratireducens"
metaerg.pl|13308	00100	"Biosynthesis of steroids"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B paradoxus"
metaerg.pl|13308	00900	"Terpenoid biosynthesis"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B paradoxus"
metaerg.pl|13310	00630	"Glyoxylate and dicarboxylate metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B paradoxus"
metaerg.pl|13310	00680	"Methane metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B paradoxus"
metaerg.pl|13315	00260	"Glycine, serine and threonine metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B nitratireducens"
metaerg.pl|13315	00271	"Methionine metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B nitratireducens"
metaerg.pl|13315	00450	"Selenoamino acid metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B nitratireducens"
metaerg.pl|13319	03060	"Protein export"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B nitratireducens"
metaerg.pl|12957	00903	"Limonene and pinene degradation"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065"
metaerg.pl|12957	00626	"Naphthalene and anthracene degradation"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065"
metaerg.pl|12957	00940	"Phenylpropanoid biosynthesis"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065"
metaerg.pl|12957	00361	"gamma-Hexachlorocyclohexane degradation"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065"
metaerg.pl|12958	00290	"Valine, leucine and isoleucine biosynthesis"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena"
metaerg.pl|12958	00770	"Pantothenate and CoA biosynthesis"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena"
metaerg.pl|12959	00730	"Thiamine metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065"
metaerg.pl|12966	00910	"Nitrogen metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena"
metaerg.pl|12966	00625	"Tetrachloroethene degradation"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena"
metaerg.pl|12976	00500	"Starch and sucrose metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065"
metaerg.pl|12980	00480	"Glutathione metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065"
metaerg.pl|12983	00550	"Peptidoglycan biosynthesis"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065"
metaerg.pl|12989	01032	"Glycan structures - degradation"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065"
metaerg.pl|12995	00530	"Aminosugars metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065"
metaerg.pl|12995	00251	"Glutamate metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065"
metaerg.pl|12996	00230	"Purine metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Anabaena_A;s__Anabaena_A cylindrica"
metaerg.pl|12996	00770	"Pantothenate and CoA biosynthesis"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Anabaena_A;s__Anabaena_A cylindrica"
metaerg.pl|12996	00020	"Citrate cycle (TCA cycle)"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Anabaena_A;s__Anabaena_A cylindrica"
metaerg.pl|12996	00010	"Glycolysis / Gluconeogenesis"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Anabaena_A;s__Anabaena_A cylindrica"
metaerg.pl|12996	00710	"Carbon fixation in photosynthetic organisms"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Anabaena_A;s__Anabaena_A cylindrica"
metaerg.pl|12996	00920	"Sulfur metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Anabaena_A;s__Anabaena_A cylindrica"
metaerg.pl|12996	00680	"Methane metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Anabaena_A;s__Anabaena_A cylindrica"
metaerg.pl|12996	00130	"Ubiquinone biosynthesis"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Anabaena_A;s__Anabaena_A cylindrica"
metaerg.pl|12996	00410	"beta-Alanine metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Anabaena_A;s__Anabaena_A cylindrica"
metaerg.pl|12996	00190	"Oxidative phosphorylation"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Anabaena_A;s__Anabaena_A cylindrica"
metaerg.pl|12996	02020	"Two-component system - General"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Anabaena_A;s__Anabaena_A cylindrica"
metaerg.pl|12996	00910	"Nitrogen metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Anabaena_A;s__Anabaena_A cylindrica"
metaerg.pl|12996	00251	"Glutamate metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Anabaena_A;s__Anabaena_A cylindrica"
metaerg.pl|12996	00633	"Trinitrotoluene degradation"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Anabaena_A;s__Anabaena_A cylindrica"
metaerg.pl|12996	00632	"Benzoate degradation via CoA ligation"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Anabaena_A;s__Anabaena_A cylindrica"
metaerg.pl|12996	00240	"Pyrimidine metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Anabaena_A;s__Anabaena_A cylindrica"
