#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	sprot_id	sprot_desc	Taxonomy
metaerg.pl|03146	NODE_16_length_116419_cov_91.8361	8438	9328	891	1	No	0	sp|B0RVK9|RMLA_XANCB	"Glucose-1-phosphate thymidylyltransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pararhodobacter;s__Pararhodobacter sp001691415
metaerg.pl|03149	NODE_16_length_116419_cov_91.8361	13473	14054	582	1	No	0	sp|P45244|Y1542_HAEIN	"Putative NAD(P)H nitroreductase HI_1542"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03154	NODE_16_length_116419_cov_91.8361	15151	15555	405	-1	No	0	sp|Q3IZP4|EPI_RHOS4	"Ethylmalonyl-CoA/methylmalonyl-CoA epimerase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter thiooxidans
metaerg.pl|03157	NODE_16_length_116419_cov_91.8361	17556	19535	1980	1	No	15	sp|Q00500|CCMF_RHOCB	"Cytochrome c-type biogenesis protein ccl1"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03159	NODE_16_length_116419_cov_91.8361	19532	19996	465	1	YES	1	sp|Q00501|CCMH_RHOCB	"Cytochrome c-type biogenesis protein Ccl2"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter thiooxidans
metaerg.pl|03162	NODE_16_length_116419_cov_91.8361	20068	20844	777	1	No	0	sp|P24162|ECHH_RHOCB	"Probable enoyl-CoA hydratase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03167	NODE_16_length_116419_cov_91.8361	22214	22936	723	-1	No	0	sp|P94440|LNRL_BACSU	"Linearmycin resistance ATP-binding protein LnrL"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseibaca;s__Roseibaca calidilacus
metaerg.pl|03182	NODE_16_length_116419_cov_91.8361	28072	29817	1746	1	YES	0	sp|A8R3S4|QEDH_PSEPU	"Quinoprotein alcohol dehydrogenase (cytochrome c)"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter thiooxidans
metaerg.pl|03184	NODE_16_length_116419_cov_91.8361	29939	32047	2109	1	YES	5	sp|Q00790|NOSR_PSEST	"Regulatory protein NosR"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseibaca;s__Roseibaca calidilacus
metaerg.pl|03189	NODE_16_length_116419_cov_91.8361	32954	33835	882	-1	No	0	sp|Q9RYU5|MURQ_DEIRA	"N-acetylmuramic acid 6-phosphate etherase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03190	NODE_16_length_116419_cov_91.8361	33998	34882	885	1	No	0	sp|Q9KUA9|GSPK_VIBCH	"Glucosamine kinase GspK"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03191	NODE_16_length_116419_cov_91.8361	34879	36018	1140	1	No	0	sp|P0AF19|NAGA_ECO57	"N-acetylglucosamine-6-phosphate deacetylase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03192	NODE_16_length_116419_cov_91.8361	36060	37088	1029	-1	YES	0	sp|P31133|POTF_ECOLI	"Putrescine-binding periplasmic protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis
metaerg.pl|03194	NODE_16_length_116419_cov_91.8361	37123	37929	807	-1	No	6	sp|P0AFL2|POTI_ECOL6	"Putrescine transport system permease protein PotI"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis
metaerg.pl|03196	NODE_16_length_116419_cov_91.8361	37922	38812	891	-1	No	6	sp|P0AFK4|POTB_ECOLI	"Spermidine/putrescine transport system permease protein PotB"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis
metaerg.pl|03198	NODE_16_length_116419_cov_91.8361	38817	39905	1089	-1	No	0	sp|Q1GIE5|POTA_RUEST	"Spermidine/putrescine import ATP-binding protein PotA"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis
metaerg.pl|03199	NODE_16_length_116419_cov_91.8361	39931	41553	1623	-1	No	0	sp|A0A1I9LN01|LAF3_ARATH	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis
metaerg.pl|03201	NODE_16_length_116419_cov_91.8361	42628	43641	1014	1	No	0	sp|Q8FWP1|Y3405_BRUSU	"Putative peptide import ATP-binding protein BRA0405/BS1330_II0402"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__EhC02;s__EhC02 sp001650895
metaerg.pl|03202	NODE_16_length_116419_cov_91.8361	43638	44714	1077	1	No	0	sp|P42065|APPF_BACSU	"Oligopeptide transport ATP-binding protein AppF"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__EhC02;s__EhC02 sp001650895
metaerg.pl|03205	NODE_16_length_116419_cov_91.8361	46316	47263	948	1	No	6	sp|P0AEG0|DPPB_ECO57	"Dipeptide transport system permease protein DppB"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ketogulonicigenium;s__Ketogulonicigenium vulgare
metaerg.pl|03207	NODE_16_length_116419_cov_91.8361	47260	48144	885	1	No	6	sp|P94312|DPPC_BACPE	"Dipeptide transport system permease protein DppC"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__EhC02;s__EhC02 sp001650895
metaerg.pl|03209	NODE_16_length_116419_cov_91.8361	48144	49892	1749	1	No	0	sp|P36267|GGT_PSEUA	"Glutathione hydrolase proenzyme"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ketogulonicigenium;s__Ketogulonicigenium vulgare
metaerg.pl|03212	NODE_16_length_116419_cov_91.8361	51688	53178	1491	-1	YES	12	sp|B1I6I5|NUON_DESAP	"NADH-quinone oxidoreductase subunit N"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis
metaerg.pl|03215	NODE_16_length_116419_cov_91.8361	53175	54632	1458	-1	No	14	sp|B1I6I5|NUON_DESAP	"NADH-quinone oxidoreductase subunit N"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis
metaerg.pl|03230	NODE_16_length_116419_cov_91.8361	59050	59562	513	1	No	0	sp|B3Q6P8|ECFG_RHOPT	"ECF RNA polymerase sigma factor EcfG"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis
metaerg.pl|03233	NODE_16_length_116419_cov_91.8361	60390	61163	774	-1	No	0	sp|Q16D64|Y358_ROSDO	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03236	NODE_16_length_116419_cov_91.8361	61674	63635	1962	1	No	0	sp|P15043|RECQ_ECOLI	"ATP-dependent DNA helicase RecQ"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03237	NODE_16_length_116419_cov_91.8361	63741	64277	537	1	No	0	sp|A6H707|THEM6_BOVIN	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03238	NODE_16_length_116419_cov_91.8361	64415	65401	987	1	YES	0	sp|P14532|CCPR_PSEAE	"Cytochrome c551 peroxidase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03240	NODE_16_length_116419_cov_91.8361	65614	66036	423	1	YES	0	sp|P07625|CY551_ROSDO	"Cytochrome c-551"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter thiooxidans
metaerg.pl|03244	NODE_16_length_116419_cov_91.8361	66887	68161	1275	-1	No	0	sp|P08192|FOLC_ECOLI	"Dihydrofolate synthase/folylpolyglutamate synthase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03245	NODE_16_length_116419_cov_91.8361	68158	69084	927	-1	No	0	sp|A8LKN7|ACCD_DINSH	"Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis
metaerg.pl|03248	NODE_16_length_116419_cov_91.8361	70177	71598	1422	1	No	2	sp|A7FI50|CLSA_YERP3	"Cardiolipin synthase A"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis
metaerg.pl|03252	NODE_16_length_116419_cov_91.8361	72894	73670	777	1	No	0	sp|P0A5A0|GLTR1_MYCBO	"PGL/p-HBAD biosynthesis glycosyltransferase Mb2981"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Thalassobacter;s__Thalassobacter stenotrophicus
metaerg.pl|03253	NODE_16_length_116419_cov_91.8361	73677	75059	1383	-1	No	0	sp|Q01411|MANB_SALMO	"Phosphomannomutase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pararhodobacter;s__Pararhodobacter sp001314715
metaerg.pl|03254	NODE_16_length_116419_cov_91.8361	75056	76549	1494	-1	No	0	sp|P0C7J3|XANB_XANCP	"Xanthan biosynthesis protein XanB"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Gemmobacter_A;s__Gemmobacter_A nectariphilus
metaerg.pl|03255	NODE_16_length_116419_cov_91.8361	76530	77498	969	-1	No	0	sp|P32055|FCL_ECOLI	"GDP-L-fucose synthase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Jhaorihella;s__Jhaorihella thermophila
metaerg.pl|03256	NODE_16_length_116419_cov_91.8361	77632	78753	1122	-1	No	0	sp|Q56598|GM4D_VIBCL	"GDP-mannose 4,6-dehydratase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marinovum;s__Marinovum algicola
metaerg.pl|03257	NODE_16_length_116419_cov_91.8361	78941	79870	930	-1	No	0	sp|Q9XC90|WAAE_KLEPN	"Lipopolysaccharide core biosynthesis glycosyltransferase WaaE"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter_A;s__Rhodobacter_A azotoformans
metaerg.pl|03258	NODE_16_length_116419_cov_91.8361	79867	80439	573	-1	No	0	sp|P0ACD2|WCAF_ECOLI	"Putative colanic acid biosynthesis acetyltransferase WcaF"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Salipiger;s__Salipiger marinus
metaerg.pl|03268	NODE_16_length_116419_cov_91.8361	86103	87482	1380	-1	No	0	sp|Q02NA3|CYSG_PSEAB	"Siroheme synthase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03269	NODE_16_length_116419_cov_91.8361	87479	88405	927	-1	No	0	sp|A1B3Y5|TRPD_PARDP	"Anthranilate phosphoribosyltransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03270	NODE_16_length_116419_cov_91.8361	88402	90999	2598	-1	No	0	sp|Q06457|NASA_KLEOX	"Nitrate reductase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03271	NODE_16_length_116419_cov_91.8361	90996	91328	333	-1	No	0	sp|P42436|NASE_BACSU	"Assimilatory nitrite reductase [NAD(P)H] small subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius sp002428225
metaerg.pl|03272	NODE_16_length_116419_cov_91.8361	91325	93766	2442	-1	YES	0	sp|P42435|NASD_BACSU	"Nitrite reductase [NAD(P)H]"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03274	NODE_16_length_116419_cov_91.8361	93772	94566	795	-1	No	0	sp|P39459|NASD_KLEOX	"Nitrate transport protein NasD"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03275	NODE_16_length_116419_cov_91.8361	94570	95457	888	-1	No	7	sp|P73451|NRTB_SYNY3	"Nitrate import permease protein NrtB"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03277	NODE_16_length_116419_cov_91.8361	95471	96757	1287	-1	YES	0	sp|P73452|NRTA_SYNY3	"Nitrate/nitrite binding protein NrtA"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03279	NODE_16_length_116419_cov_91.8361	97024	98190	1167	-1	No	0	sp|P73450|NRTC_SYNY3	"Nitrate import ATP-binding protein NrtC"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03280	NODE_16_length_116419_cov_91.8361	98187	98762	576	-1	No	0	sp|P9WGM2|PDTAR_MYCTO	"Probable transcriptional regulatory protein pdtaR"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03281	NODE_16_length_116419_cov_91.8361	99020	101023	2004	-1	No	0	sp|A3PMK8|SYDND_RHOS1	"Aspartate--tRNA(Asp/Asn) ligase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis
metaerg.pl|03283	NODE_16_length_116419_cov_91.8361	101474	102973	1500	1	No	0	sp|Q9A5I5|PLED_CAUVC	"Response regulator PleD"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03289	NODE_16_length_116419_cov_91.8361	103720	104298	579	-1	No	0	sp|P9WGG4|SIGG_MYCTO	"ECF RNA polymerase sigma factor SigG"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03295	NODE_16_length_116419_cov_91.8361	106173	106538	366	1	No	0	sp|O07315|FUR_RHILV	"Ferric uptake regulation protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis
metaerg.pl|03296	NODE_16_length_116419_cov_91.8361	106563	107576	1014	-1	No	0	sp|P46920|OPUAA_BACSU	"Glycine betaine transport ATP-binding protein OpuAA"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Maritimibacter;s__Maritimibacter sp001626765
metaerg.pl|03297	NODE_16_length_116419_cov_91.8361	107573	108460	888	-1	No	6	sp|P14176|PROW_ECOLI	"Glycine betaine/proline betaine transport system permease protein ProW"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Maritimibacter;s__Maritimibacter sp003520545
metaerg.pl|03301	NODE_16_length_116419_cov_91.8361	109811	110533	723	-1	No	0	sp|P31079|PETR_RHOCB	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03302	NODE_16_length_116419_cov_91.8361	110530	111039	510	-1	No	0	sp|P31078|PETP_RHOCB	"HTH-type transcriptional regulator PetP"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03303	NODE_16_length_116419_cov_91.8361	111204	112073	870	1	No	0	sp|Q4ULR3|ILVE_RICFE	"Probable branched-chain-amino-acid aminotransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|03308	NODE_17_length_116352_cov_46.5074	3	743	741	1	No	0	sp|Q9RU24|UF71_DEIRA	"Probable ABC transporter-binding protein DR_1571"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03309	NODE_17_length_116352_cov_46.5074	803	1591	789	1	No	0	sp|F9UST0|LARB_LACPL	"Pyridinium-3,5-biscarboxylic acid mononucleotide synthase"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03312	NODE_17_length_116352_cov_46.5074	1999	3408	1410	1	No	0	sp|Q9LAE5|ARLY_NOSP7	"Argininosuccinate lyase"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03315	NODE_17_length_116352_cov_46.5074	5589	6416	828	-1	No	0	sp|Q8YQD7|COAX_NOSS1	"Type III pantothenate kinase"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03316	NODE_17_length_116352_cov_46.5074	6527	8251	1725	1	No	0	sp|Q8YQD8|DFA3_NOSS1	"Putative diflavin flavoprotein A 3"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03318	NODE_17_length_116352_cov_46.5074	8893	10605	1713	1	No	0	sp|Q8YQE2|DFA6_NOSS1	"Putative diflavin flavoprotein A 6"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03322	NODE_17_length_116352_cov_46.5074	13160	13708	549	-1	No	0	sp|Q8YLK6|CPCS2_NOSS1	"Putative phycocyanobilin lyase CpcS 2"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|03324	NODE_17_length_116352_cov_46.5074	15672	18914	3243	1	No	12	sp|Q7N3E1|MDTC_PHOLL	"Multidrug resistance protein MdtC"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03328	NODE_17_length_116352_cov_46.5074	22914	23276	363	1	No	0	sp|Q8YLK1|RL19_NOSS1	"50S ribosomal protein L19"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|03330	NODE_17_length_116352_cov_46.5074	23690	23911	222	1	No	1	sp|P38382|SECE_SYNY3	"hypothetical protein"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03332	NODE_17_length_116352_cov_46.5074	23911	24543	633	1	No	0	sp|P36265|NUSG_SYNY3	"Transcription termination/antitermination protein NusG"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03333	NODE_17_length_116352_cov_46.5074	24550	24975	426	1	No	0	sp|B2JA74|RL11_NOSP7	"50S ribosomal protein L11"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03334	NODE_17_length_116352_cov_46.5074	25097	25813	717	1	No	0	sp|Q8YLJ7|RL1_NOSS1	"50S ribosomal protein L1"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03335	NODE_17_length_116352_cov_46.5074	26530	27108	579	1	No	0	sp|Q8YLJ6|RL10_NOSS1	"50S ribosomal protein L10"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03336	NODE_17_length_116352_cov_46.5074	27207	27599	393	1	No	0	sp|B2JA77|RL7_NOSP7	"50S ribosomal protein L7/L12"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03342	NODE_17_length_116352_cov_46.5074	31862	35968	4107	-1	No	0	sp|B2J1A0|RPOC2_NOSP7	"DNA-directed RNA polymerase subunit beta'"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03343	NODE_17_length_116352_cov_46.5074	36078	37955	1878	-1	No	0	sp|Q3M5C9|RPOC1_ANAVT	"DNA-directed RNA polymerase subunit gamma"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|03344	NODE_17_length_116352_cov_46.5074	38227	41529	3303	-1	No	0	sp|Q3M5D0|RPOB_ANAVT	"DNA-directed RNA polymerase subunit beta"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03345	NODE_17_length_116352_cov_46.5074	42306	43091	786	-1	No	0	sp|P73335|DTD3_SYNY3	"D-aminoacyl-tRNA deacylase"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|03346	NODE_17_length_116352_cov_46.5074	43224	43553	330	-1	No	0	sp|Q8YWL3|RS20_NOSS1	"30S ribosomal protein S20"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|03347	NODE_17_length_116352_cov_46.5074	44194	45495	1302	1	No	0	sp|Q3M5D3|HISX2_ANAVT	"Histidinol dehydrogenase 2"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|03348	NODE_17_length_116352_cov_46.5074	45569	45994	426	1	No	0	sp|P42297|YXIE_BACSU	"Universal stress protein YxiE"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03350	NODE_17_length_116352_cov_46.5074	46620	47525	906	1	No	0	sp|Q8YWL7|HSLO_NOSS1	"33 kDa chaperonin"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03354	NODE_17_length_116352_cov_46.5074	52216	52488	273	-1	No	0	sp|Q6ZEA5|CAS2C_SYNY3	"CRISPR-associated endoribonuclease Cas2 3"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|03355	NODE_17_length_116352_cov_46.5074	52500	53501	1002	-1	No	0	sp|Q53VV5|CAS1C_THET8	"CRISPR-associated endonuclease Cas1 3"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
