#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	genomedb_acc	Taxonomy
metaerg.pl|00729	NODE_3_length_206448_cov_46.9221	15819	20120	4302	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00730	NODE_3_length_206448_cov_46.9221	20279	20749	471	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00731	NODE_3_length_206448_cov_46.9221	20774	21922	1149	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00732	NODE_3_length_206448_cov_46.9221	21937	22212	276	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00733	NODE_3_length_206448_cov_46.9221	22212	22520	309	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00734	NODE_3_length_206448_cov_46.9221	22569	24695	2127	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00735	NODE_3_length_206448_cov_46.9221	24692	24973	282	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00736	NODE_3_length_206448_cov_46.9221	25001	25348	348	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00738	NODE_3_length_206448_cov_46.9221	25965	26882	918	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00739	NODE_3_length_206448_cov_46.9221	26900	27847	948	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00740	NODE_3_length_206448_cov_46.9221	27960	28229	270	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00741	NODE_3_length_206448_cov_46.9221	28450	30540	2091	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00742	NODE_3_length_206448_cov_46.9221	30629	31888	1260	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00743	NODE_3_length_206448_cov_46.9221	32004	33047	1044	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00744	NODE_3_length_206448_cov_46.9221	33069	34280	1212	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00745	NODE_3_length_206448_cov_46.9221	34295	35191	897	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00746	NODE_3_length_206448_cov_46.9221	35226	37037	1812	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00747	NODE_3_length_206448_cov_46.9221	37624	39966	2343	1	No	5	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00749	NODE_3_length_206448_cov_46.9221	40030	40752	723	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00750	NODE_3_length_206448_cov_46.9221	40868	42142	1275	1	No	0	GCF_900103955.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus daliensis
metaerg.pl|00751	NODE_3_length_206448_cov_46.9221	42142	43437	1296	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00752	NODE_3_length_206448_cov_46.9221	43437	44156	720	1	YES	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00754	NODE_3_length_206448_cov_46.9221	44248	45012	765	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00755	NODE_3_length_206448_cov_46.9221	45039	45881	843	1	No	1	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00757	NODE_3_length_206448_cov_46.9221	46130	46708	579	1	No	4	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00759	NODE_3_length_206448_cov_46.9221	46722	47969	1248	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00760	NODE_3_length_206448_cov_46.9221	47974	49566	1593	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00761	NODE_3_length_206448_cov_46.9221	49817	50884	1068	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00762	NODE_3_length_206448_cov_46.9221	51307	52869	1563	1	No	1	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00764	NODE_3_length_206448_cov_46.9221	52966	53760	795	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00765	NODE_3_length_206448_cov_46.9221	53897	54157	261	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00766	NODE_3_length_206448_cov_46.9221	54444	55484	1041	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00767	NODE_3_length_206448_cov_46.9221	55504	56682	1179	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00768	NODE_3_length_206448_cov_46.9221	57328	58866	1539	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00769	NODE_3_length_206448_cov_46.9221	58866	59288	423	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00770	NODE_3_length_206448_cov_46.9221	59473	61995	2523	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00771	NODE_3_length_206448_cov_46.9221	62009	63886	1878	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00772	NODE_3_length_206448_cov_46.9221	63886	64692	807	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00773	NODE_3_length_206448_cov_46.9221	64689	65624	936	1	YES	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00775	NODE_3_length_206448_cov_46.9221	65658	65894	237	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00776	NODE_3_length_206448_cov_46.9221	66092	67336	1245	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00777	NODE_3_length_206448_cov_46.9221	67384	68640	1257	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00778	NODE_3_length_206448_cov_46.9221	68881	70224	1344	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00779	NODE_3_length_206448_cov_46.9221	70460	70645	186	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00780	NODE_3_length_206448_cov_46.9221	70872	71495	624	-1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00781	NODE_3_length_206448_cov_46.9221	71697	71999	303	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00782	NODE_3_length_206448_cov_46.9221	71996	72679	684	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00783	NODE_3_length_206448_cov_46.9221	72703	72936	234	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00784	NODE_3_length_206448_cov_46.9221	73083	75083	2001	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00785	NODE_3_length_206448_cov_46.9221	75220	75441	222	1	No	1	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00787	NODE_3_length_206448_cov_46.9221	75596	76660	1065	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00788	NODE_3_length_206448_cov_46.9221	76664	78415	1752	1	No	5	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00790	NODE_3_length_206448_cov_46.9221	78408	80183	1776	1	No	5	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00792	NODE_3_length_206448_cov_46.9221	80430	80924	495	1	No	5	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00794	NODE_3_length_206448_cov_46.9221	81050	81487	438	-1	No	1	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00797	NODE_3_length_206448_cov_46.9221	81794	83665	1872	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00798	NODE_3_length_206448_cov_46.9221	83829	84806	978	-1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00799	NODE_3_length_206448_cov_46.9221	85452	86870	1419	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00800	NODE_3_length_206448_cov_46.9221	87017	89740	2724	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00801	NODE_3_length_206448_cov_46.9221	90297	90779	483	1	No	4	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00803	NODE_3_length_206448_cov_46.9221	90714	91391	678	-1	No	6	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00805	NODE_3_length_206448_cov_46.9221	91757	94051	2295	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00806	NODE_3_length_206448_cov_46.9221	94053	94475	423	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00807	NODE_3_length_206448_cov_46.9221	94606	94929	324	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00808	NODE_3_length_206448_cov_46.9221	95023	95853	831	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00809	NODE_3_length_206448_cov_46.9221	95853	96701	849	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00810	NODE_3_length_206448_cov_46.9221	96714	97925	1212	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00811	NODE_3_length_206448_cov_46.9221	97955	99109	1155	1	No	12	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00813	NODE_3_length_206448_cov_46.9221	99500	100165	666	1	No	6	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00815	NODE_3_length_206448_cov_46.9221	100165	101115	951	1	No	2	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00817	NODE_3_length_206448_cov_46.9221	101084	101854	771	-1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00818	NODE_3_length_206448_cov_46.9221	101917	102420	504	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00819	NODE_3_length_206448_cov_46.9221	102891	103682	792	1	YES	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00821	NODE_3_length_206448_cov_46.9221	103859	104053	195	-1	YES	2	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00824	NODE_3_length_206448_cov_46.9221	104798	105442	645	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00825	NODE_3_length_206448_cov_46.9221	105511	106035	525	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00826	NODE_3_length_206448_cov_46.9221	106246	107196	951	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00827	NODE_3_length_206448_cov_46.9221	107352	107978	627	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00828	NODE_3_length_206448_cov_46.9221	107938	108720	783	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00829	NODE_3_length_206448_cov_46.9221	108858	109385	528	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00830	NODE_3_length_206448_cov_46.9221	109549	111834	2286	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00831	NODE_3_length_206448_cov_46.9221	111831	113033	1203	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00832	NODE_3_length_206448_cov_46.9221	113023	114927	1905	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00833	NODE_3_length_206448_cov_46.9221	114930	115670	741	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00834	NODE_3_length_206448_cov_46.9221	115805	116362	558	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00835	NODE_3_length_206448_cov_46.9221	116410	116715	306	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00836	NODE_3_length_206448_cov_46.9221	116725	117132	408	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00837	NODE_3_length_206448_cov_46.9221	117659	118792	1134	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00838	NODE_3_length_206448_cov_46.9221	118852	119856	1005	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00839	NODE_3_length_206448_cov_46.9221	119889	120197	309	-1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00840	NODE_3_length_206448_cov_46.9221	120332	121852	1521	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00841	NODE_3_length_206448_cov_46.9221	121904	122863	960	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00842	NODE_3_length_206448_cov_46.9221	122860	124419	1560	1	No	5	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00844	NODE_3_length_206448_cov_46.9221	124470	124892	423	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00845	NODE_3_length_206448_cov_46.9221	124908	125315	408	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00846	NODE_3_length_206448_cov_46.9221	125625	127592	1968	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00847	NODE_3_length_206448_cov_46.9221	127596	130013	2418	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00848	NODE_3_length_206448_cov_46.9221	130221	131033	813	1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00849	NODE_3_length_206448_cov_46.9221	131179	131664	486	-1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00850	NODE_3_length_206448_cov_46.9221	131744	132736	993	-1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00851	NODE_3_length_206448_cov_46.9221	132819	133211	393	-1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00852	NODE_3_length_206448_cov_46.9221	133385	134128	744	-1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00853	NODE_3_length_206448_cov_46.9221	134145	134351	207	-1	YES	2	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00856	NODE_3_length_206448_cov_46.9221	134408	137974	3567	-1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00857	NODE_3_length_206448_cov_46.9221	138189	138515	327	1	No	4	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00859	NODE_3_length_206448_cov_46.9221	138492	139844	1353	-1	No	12	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
metaerg.pl|00861	NODE_3_length_206448_cov_46.9221	139841	140665	825	-1	No	0	GCF_003044065.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus
