metaerg.pl|00012	K00789
metaerg.pl|02497	K11711
metaerg.pl|02497	K10715
metaerg.pl|02497	K07678
metaerg.pl|02497	K11527
metaerg.pl|02497	K02030
metaerg.pl|02497	K07636
metaerg.pl|02497	K07638
metaerg.pl|02497	K07653
metaerg.pl|02497	K02480
metaerg.pl|02497	K02482
metaerg.pl|02497	K01768
metaerg.pl|02497	K07710
metaerg.pl|02497	K07640
metaerg.pl|02497	K07716
metaerg.pl|02497	K02489
metaerg.pl|02497	K10916
metaerg.pl|02497	K08479
metaerg.pl|02497	K03388
metaerg.pl|02497	K02668
metaerg.pl|02497	K07675
metaerg.pl|02497	K07717
metaerg.pl|02497	K07647
metaerg.pl|02497	K10125
metaerg.pl|02497	K11357
metaerg.pl|02497	K04757
metaerg.pl|02497	K07769
metaerg.pl|02497	K12767
metaerg.pl|02497	K13761
metaerg.pl|02497	K02486
metaerg.pl|02497	K11383
metaerg.pl|02497	K07644
metaerg.pl|02497	K07709
metaerg.pl|02497	K06379
metaerg.pl|02497	K10681
metaerg.pl|02497	K07676
metaerg.pl|02497	K07650
metaerg.pl|02497	K01769
metaerg.pl|02499	K01523
metaerg.pl|02499	K01496
metaerg.pl|02499	K11755
metaerg.pl|02499	K00013
metaerg.pl|02500	K01845
metaerg.pl|02501	K02178
metaerg.pl|02501	K07675
metaerg.pl|02501	K08853
metaerg.pl|02501	K02486
metaerg.pl|02501	K13414
metaerg.pl|02501	K04688
metaerg.pl|02501	K13304
metaerg.pl|02501	K05688
metaerg.pl|02501	K13303
metaerg.pl|02501	K04372
metaerg.pl|02501	K04443
metaerg.pl|02501	K01728
metaerg.pl|02501	K05096
metaerg.pl|02501	K05097
metaerg.pl|02501	K02480
metaerg.pl|02501	K04445
metaerg.pl|02501	K04420
metaerg.pl|02501	K04421
metaerg.pl|02501	K08286
metaerg.pl|02501	K01768
metaerg.pl|02501	K08792
metaerg.pl|02501	K04373
metaerg.pl|02501	K08809
metaerg.pl|02501	K05098
metaerg.pl|02501	K08855
metaerg.pl|02501	K08333
metaerg.pl|02501	K08856
metaerg.pl|02501	K08282
metaerg.pl|02501	K11228
metaerg.pl|02501	K08854
metaerg.pl|02501	K08790
metaerg.pl|02501	K11889
metaerg.pl|02501	K04444
metaerg.pl|02501	K11623
metaerg.pl|02501	K04442
metaerg.pl|02501	K07778
metaerg.pl|02501	K07683
metaerg.pl|02501	K08884
metaerg.pl|02501	K08810
metaerg.pl|02501	K11265
metaerg.pl|02501	K07673
metaerg.pl|02501	K13302
metaerg.pl|02501	K07682
metaerg.pl|02501	K03407
metaerg.pl|02502	K01179
metaerg.pl|02502	K01183
metaerg.pl|02502	K08884
metaerg.pl|02502	K01216
metaerg.pl|02502	K01448
metaerg.pl|02502	K05366
metaerg.pl|02502	K01225
metaerg.pl|02502	K08282
metaerg.pl|02502	K08809
metaerg.pl|02502	K01181
metaerg.pl|02502	K01728
metaerg.pl|02502	K12567
metaerg.pl|02563	K02343
metaerg.pl|02563	K02341
metaerg.pl|02563	K03696
metaerg.pl|02595	K00525
metaerg.pl|02595	K10807
metaerg.pl|02595	K00527
metaerg.pl|02630	K01972
metaerg.pl|02635	K03087
metaerg.pl|02637	K02469
metaerg.pl|02639	K01448
metaerg.pl|02639	K01225
metaerg.pl|02639	K01179
metaerg.pl|02639	K01183
metaerg.pl|02639	K01181
metaerg.pl|02648	K00951
metaerg.pl|02648	K01139
metaerg.pl|02649	K02338
metaerg.pl|02650	K08884
metaerg.pl|02650	K08282
metaerg.pl|02650	K05366
metaerg.pl|02650	K04478
metaerg.pl|02650	K03814
metaerg.pl|02650	K12555
metaerg.pl|02650	K03587
metaerg.pl|02650	K08384
metaerg.pl|02650	K05365
metaerg.pl|02653	K00763
metaerg.pl|02654	K15864
metaerg.pl|02654	K00368
metaerg.pl|02659	K01730
metaerg.pl|02659	K01303
metaerg.pl|02664	K18911
metaerg.pl|02666	K01212
metaerg.pl|02666	K00689
metaerg.pl|02666	K01200
metaerg.pl|02666	K03332
metaerg.pl|02668	K02016
metaerg.pl|02670	K00971
metaerg.pl|02679	K00876
metaerg.pl|02685	K01754
metaerg.pl|02685	K13034
metaerg.pl|02685	K01733
metaerg.pl|02685	K01697
metaerg.pl|02685	K12339
metaerg.pl|02685	K01738
metaerg.pl|02685	K10150
metaerg.pl|02689	K13181
metaerg.pl|02689	K03732
metaerg.pl|02689	K05592
metaerg.pl|02689	K13982
metaerg.pl|02689	K01529
metaerg.pl|02689	K12614
metaerg.pl|02689	K13116
metaerg.pl|02689	K12858
metaerg.pl|02689	K13179
metaerg.pl|02689	K13178
metaerg.pl|02689	K13025
metaerg.pl|02689	K12811
metaerg.pl|02689	K05591
metaerg.pl|02689	K13131
metaerg.pl|02689	K03257
metaerg.pl|02689	K12823
metaerg.pl|02689	K12812
metaerg.pl|02689	K03578
metaerg.pl|02689	K13184
metaerg.pl|02689	K13177
metaerg.pl|02689	K05590
metaerg.pl|02689	K01509
metaerg.pl|02689	K14442
metaerg.pl|02689	K13185
metaerg.pl|02689	K11594
metaerg.pl|02689	K13182
metaerg.pl|02689	K11927
metaerg.pl|02689	K03579
metaerg.pl|02689	K10896
metaerg.pl|02689	K12835
metaerg.pl|02690	K14394
metaerg.pl|02692	K00825
metaerg.pl|02692	K00812
metaerg.pl|02692	K10907
metaerg.pl|02695	K05592
metaerg.pl|02696	K03530
metaerg.pl|02698	K05844
metaerg.pl|02699	K05844
metaerg.pl|02701	K06153
metaerg.pl|02703	K02433
metaerg.pl|02712	K13512
metaerg.pl|02712	K13510
metaerg.pl|02716	K01303
metaerg.pl|02716	K01730
metaerg.pl|02721	K12942
metaerg.pl|02725	K13292
metaerg.pl|02727	K08281
metaerg.pl|02728	K03294
metaerg.pl|02730	K11072
metaerg.pl|02730	K02045
metaerg.pl|02730	K01996
metaerg.pl|02730	K02071
metaerg.pl|02730	K06861
metaerg.pl|02730	K10441
metaerg.pl|02730	K02074
metaerg.pl|02730	K05776
metaerg.pl|02730	K02017
metaerg.pl|02730	K02032
metaerg.pl|02730	K05847
metaerg.pl|02730	K02010
metaerg.pl|02730	K02056
metaerg.pl|02730	K09817
metaerg.pl|02730	K02003
metaerg.pl|02730	K01997
metaerg.pl|02730	K02052
metaerg.pl|02730	K02006
metaerg.pl|02730	K02000
metaerg.pl|02730	K01990
metaerg.pl|02730	K02023
metaerg.pl|02730	K02013
metaerg.pl|02730	K09687
metaerg.pl|02730	K05816
metaerg.pl|02730	K06857
metaerg.pl|02730	K02193
metaerg.pl|02730	K02049
metaerg.pl|02730	K02065
metaerg.pl|02730	K01995
metaerg.pl|02730	K10111
metaerg.pl|02730	K01998
metaerg.pl|02730	K06020
metaerg.pl|02737	K21600
metaerg.pl|02738	K13051
metaerg.pl|02741	K08680
metaerg.pl|02748	K12297
metaerg.pl|02755	K02520
metaerg.pl|02756	K02687
metaerg.pl|02761	K00465
metaerg.pl|02761	K15975
metaerg.pl|02762	K00435
metaerg.pl|02763	K16089
metaerg.pl|02767	K03407
metaerg.pl|02767	K07654
metaerg.pl|02767	K07646
metaerg.pl|02767	K07641
metaerg.pl|02767	K07673
metaerg.pl|02767	K08475
metaerg.pl|02767	K07711
metaerg.pl|02767	K13533
metaerg.pl|02767	K07683
metaerg.pl|02767	K07651
metaerg.pl|02767	K07642
metaerg.pl|02767	K04486
metaerg.pl|02767	K02484
metaerg.pl|02767	K08282
metaerg.pl|02767	K07645
metaerg.pl|02767	K02491
metaerg.pl|02767	K07643
metaerg.pl|02767	K02668
metaerg.pl|02767	K07710
metaerg.pl|02767	K07653
metaerg.pl|02767	K07636
metaerg.pl|02767	K02482
metaerg.pl|02767	K07678
metaerg.pl|02767	K13587
metaerg.pl|02767	K02030
metaerg.pl|02767	K11527
metaerg.pl|02767	K07676
metaerg.pl|02767	K06379
metaerg.pl|02767	K07709
metaerg.pl|02767	K04757
metaerg.pl|02767	K10125
metaerg.pl|02767	K07675
metaerg.pl|02767	K07680
metaerg.pl|02771	K03517
metaerg.pl|02772	K00239
metaerg.pl|02772	K00278
metaerg.pl|02772	K00394
metaerg.pl|02772	K00234
metaerg.pl|02772	K00244
metaerg.pl|02775	K03813
metaerg.pl|02776	K01470
metaerg.pl|02777	K01583
metaerg.pl|02777	K01586
metaerg.pl|02777	K01585
metaerg.pl|02782	K05571
metaerg.pl|02788	K00343
metaerg.pl|02790	K05568
metaerg.pl|02801	K00128
metaerg.pl|02801	K14085
metaerg.pl|02801	K00294
metaerg.pl|02801	K13821
metaerg.pl|02801	K00155
metaerg.pl|02802	K07652
metaerg.pl|02802	K07646
metaerg.pl|02802	K07641
metaerg.pl|02802	K07673
metaerg.pl|02802	K07639
metaerg.pl|02802	K03407
metaerg.pl|02802	K07654
metaerg.pl|02802	K07777
metaerg.pl|02802	K07682
metaerg.pl|02802	K11623
metaerg.pl|02802	K07718
metaerg.pl|02802	K02478
metaerg.pl|02802	K08884
metaerg.pl|02802	K07683
metaerg.pl|02802	K07778
metaerg.pl|02802	K02484
metaerg.pl|02802	K07642
metaerg.pl|02802	K07704
metaerg.pl|02802	K08282
metaerg.pl|02802	K07640
metaerg.pl|02802	K01768
metaerg.pl|02802	K07656
metaerg.pl|02802	K07674
metaerg.pl|02802	K02668
metaerg.pl|02802	K07638
metaerg.pl|02802	K07653
metaerg.pl|02802	K07636
metaerg.pl|02802	K08801
metaerg.pl|02802	K02480
metaerg.pl|02802	K07676
metaerg.pl|02802	K06379
metaerg.pl|02802	K07675
metaerg.pl|02802	K07680
metaerg.pl|02802	K04757
metaerg.pl|02802	K11617
metaerg.pl|02802	K02486
metaerg.pl|02804	K04486
metaerg.pl|02804	K02484
metaerg.pl|02804	K07642
metaerg.pl|02804	K11711
metaerg.pl|02804	K01090
metaerg.pl|02804	K02491
metaerg.pl|02804	K08282
metaerg.pl|02804	K07704
metaerg.pl|02804	K07645
metaerg.pl|02804	K07677
metaerg.pl|02804	K07708
metaerg.pl|02804	K07652
metaerg.pl|02804	K07673
metaerg.pl|02804	K07639
metaerg.pl|02804	K07646
metaerg.pl|02804	K07641
metaerg.pl|02804	K03407
metaerg.pl|02804	K07777
metaerg.pl|02804	K07682
metaerg.pl|02804	K07654
metaerg.pl|02804	K07718
metaerg.pl|02804	K11623
metaerg.pl|02804	K07651
metaerg.pl|02804	K07648
metaerg.pl|02804	K02478
metaerg.pl|02804	K07679
metaerg.pl|02804	K13533
metaerg.pl|02804	K08884
metaerg.pl|02804	K07711
metaerg.pl|02804	K07768
metaerg.pl|02804	K07683
metaerg.pl|02804	K07778
metaerg.pl|02804	K07709
metaerg.pl|02804	K10681
metaerg.pl|02804	K07676
metaerg.pl|02804	K06379
metaerg.pl|02804	K01769
metaerg.pl|02804	K07675
metaerg.pl|02804	K10942
metaerg.pl|02804	K13040
metaerg.pl|02804	K07647
metaerg.pl|02804	K07680
metaerg.pl|02804	K11357
metaerg.pl|02804	K02342
metaerg.pl|02804	K10125
metaerg.pl|02804	K04757
metaerg.pl|02804	K11617
metaerg.pl|02804	K07769
metaerg.pl|02804	K02486
metaerg.pl|02804	K11383
metaerg.pl|02804	K01768
metaerg.pl|02804	K07656
metaerg.pl|02804	K07710
metaerg.pl|02804	K07716
metaerg.pl|02804	K02489
metaerg.pl|02804	K07674
metaerg.pl|02804	K08479
metaerg.pl|02804	K03388
metaerg.pl|02804	K02668
metaerg.pl|02804	K11527
metaerg.pl|02804	K07636
metaerg.pl|02804	K07653
metaerg.pl|02804	K02480
metaerg.pl|02804	K08801
metaerg.pl|02804	K02482
metaerg.pl|02805	K02484
metaerg.pl|02805	K07642
metaerg.pl|02805	K11231
metaerg.pl|02805	K08282
metaerg.pl|02805	K07677
metaerg.pl|02805	K07652
metaerg.pl|02805	K07641
metaerg.pl|02805	K07646
metaerg.pl|02805	K07639
metaerg.pl|02805	K07673
metaerg.pl|02805	K03407
metaerg.pl|02805	K07654
metaerg.pl|02805	K07682
metaerg.pl|02805	K07651
metaerg.pl|02805	K07679
metaerg.pl|02805	K07648
metaerg.pl|02805	K07778
metaerg.pl|02805	K07768
metaerg.pl|02805	K07644
metaerg.pl|02805	K06379
metaerg.pl|02805	K07676
metaerg.pl|02805	K10681
metaerg.pl|02805	K01769
metaerg.pl|02805	K07675
metaerg.pl|02805	K07647
metaerg.pl|02805	K04757
metaerg.pl|02805	K11357
metaerg.pl|02805	K12767
metaerg.pl|02805	K02486
metaerg.pl|02805	K11383
metaerg.pl|02805	K07710
metaerg.pl|02805	K02489
metaerg.pl|02805	K07716
metaerg.pl|02805	K08479
metaerg.pl|02805	K07674
metaerg.pl|02805	K10916
metaerg.pl|02805	K02668
metaerg.pl|02805	K03388
metaerg.pl|02805	K10715
metaerg.pl|02805	K07678
metaerg.pl|02805	K11527
metaerg.pl|02805	K07653
metaerg.pl|02805	K07636
metaerg.pl|02805	K02482
metaerg.pl|02805	K02480
metaerg.pl|02805	K11618
metaerg.pl|02809	K00951
metaerg.pl|02809	K01139
metaerg.pl|02810	K03055
metaerg.pl|02810	K03060
metaerg.pl|02811	K00950
metaerg.pl|02815	K00249
metaerg.pl|02815	K08098
metaerg.pl|02815	K11538
metaerg.pl|02815	K11731
metaerg.pl|02815	K00252
metaerg.pl|02815	K00232
metaerg.pl|02815	K00120
metaerg.pl|02815	K09478
metaerg.pl|02815	K00248
metaerg.pl|02815	K11410
metaerg.pl|02815	K00253
metaerg.pl|02815	K06446
metaerg.pl|02815	K14448
metaerg.pl|02819	K02668
metaerg.pl|02819	K01768
metaerg.pl|02819	K07653
metaerg.pl|02819	K07636
metaerg.pl|02819	K06379
metaerg.pl|02819	K04757
metaerg.pl|02819	K07654
metaerg.pl|02819	K03407
metaerg.pl|02819	K07641
metaerg.pl|02819	K07646
metaerg.pl|02819	K07639
metaerg.pl|02819	K07642
metaerg.pl|02819	K02484
metaerg.pl|02819	K08282
metaerg.pl|02819	K03572
metaerg.pl|02820	K07263
metaerg.pl|02822	K07263
metaerg.pl|02828	K03101
metaerg.pl|02830	K01492
metaerg.pl|02830	K00602
metaerg.pl|02832	K03500
metaerg.pl|02834	K03089
metaerg.pl|02835	K06180
metaerg.pl|02840	K12267
metaerg.pl|02840	K07305
metaerg.pl|02840	K07304
metaerg.pl|02841	K00329
metaerg.pl|02841	K00356
metaerg.pl|02841	K11352
metaerg.pl|02844	K00684
metaerg.pl|02845	K03625
metaerg.pl|02846	K00794
metaerg.pl|02847	K14652
metaerg.pl|02860	K03088
metaerg.pl|02861	K07167
metaerg.pl|02862	K22602
metaerg.pl|02863	K13581
metaerg.pl|02864	K03470
metaerg.pl|02873	K13821
metaerg.pl|02873	K00318
metaerg.pl|02873	K00128
metaerg.pl|02873	K00294
metaerg.pl|02873	K19700
metaerg.pl|02877	K02372
metaerg.pl|02877	K01716
metaerg.pl|02882	K07080
metaerg.pl|02884	K11249
metaerg.pl|02888	K00800
metaerg.pl|02888	K04517
metaerg.pl|02888	K13830
metaerg.pl|02888	K00210
metaerg.pl|02888	K00945
metaerg.pl|02888	K03785
metaerg.pl|02888	K00014
metaerg.pl|02888	K01735
metaerg.pl|02888	K00891
metaerg.pl|02889	K00697
metaerg.pl|02889	K01087
metaerg.pl|02889	K03692
metaerg.pl|02891	K03704
metaerg.pl|02892	K00134
metaerg.pl|02892	K10705
metaerg.pl|02893	K16260
metaerg.pl|02893	K00626
metaerg.pl|02896	K06861
metaerg.pl|02896	K01996
metaerg.pl|02896	K02045
metaerg.pl|02896	K02052
metaerg.pl|02896	K02006
metaerg.pl|02896	K02017
metaerg.pl|02896	K02023
metaerg.pl|02896	K11962
metaerg.pl|02896	K10111
metaerg.pl|02896	K01998
metaerg.pl|02896	K01995
metaerg.pl|02897	K02006
metaerg.pl|02897	K06861
metaerg.pl|02897	K01996
metaerg.pl|02897	K02045
metaerg.pl|02897	K01995
metaerg.pl|02900	K02057
metaerg.pl|02900	K01995
metaerg.pl|02900	K01998
metaerg.pl|02902	K01998
metaerg.pl|02902	K01995
metaerg.pl|02902	K01997
metaerg.pl|02902	K02057
metaerg.pl|02908	K02011
metaerg.pl|02910	K02012
metaerg.pl|02912	K02003
metaerg.pl|02912	K01997
metaerg.pl|02912	K05847
metaerg.pl|02912	K02056
metaerg.pl|02912	K02010
metaerg.pl|02912	K02052
metaerg.pl|02912	K02006
metaerg.pl|02912	K02004
metaerg.pl|02912	K11084
metaerg.pl|02912	K02017
metaerg.pl|02912	K02032
metaerg.pl|02912	K01996
metaerg.pl|02912	K06861
metaerg.pl|02912	K02071
metaerg.pl|02912	K10199
metaerg.pl|02912	K10441
metaerg.pl|02912	K02062
metaerg.pl|02912	K02028
metaerg.pl|02912	K11072
metaerg.pl|02912	K02045
metaerg.pl|02912	K02068
metaerg.pl|02912	K01995
metaerg.pl|02912	K02065
metaerg.pl|02912	K02049
metaerg.pl|02912	K02031
metaerg.pl|02912	K10562
metaerg.pl|02912	K10545
metaerg.pl|02912	K01998
metaerg.pl|02912	K10111
metaerg.pl|02912	K10112
metaerg.pl|02912	K05816
metaerg.pl|02912	K06857
metaerg.pl|02912	K10235
metaerg.pl|02912	K02013
metaerg.pl|02912	K02193
metaerg.pl|02912	K11076
metaerg.pl|02912	K01990
metaerg.pl|02912	K10243
metaerg.pl|02912	K09812
metaerg.pl|02912	K02018
metaerg.pl|02912	K02023
metaerg.pl|02912	K10000
metaerg.pl|02912	K11080
metaerg.pl|02912	K10230
metaerg.pl|02912	K02000
metaerg.pl|02912	K11962
metaerg.pl|02917	K13292
metaerg.pl|02919	K18164
metaerg.pl|02920	K05810
metaerg.pl|02922	K04080
metaerg.pl|02925	K00122
metaerg.pl|02925	K11260
metaerg.pl|02925	K00245
metaerg.pl|02925	K00235
metaerg.pl|02925	K00873
metaerg.pl|02925	K00204
metaerg.pl|02925	K00246
metaerg.pl|02925	K00240
metaerg.pl|02925	K00123
metaerg.pl|02925	K00443
metaerg.pl|02925	K03390
metaerg.pl|02925	K08264
metaerg.pl|02925	K00176
metaerg.pl|02925	K05588
metaerg.pl|02925	K03388
metaerg.pl|02925	K00172
metaerg.pl|02925	K00124
metaerg.pl|02925	K00533
metaerg.pl|02925	K00436
metaerg.pl|02925	K11181
metaerg.pl|02925	K00265
metaerg.pl|02925	K00335
metaerg.pl|02925	K00226
metaerg.pl|02925	K00125
metaerg.pl|02925	K00441
metaerg.pl|02925	K00171
metaerg.pl|02925	K00205
metaerg.pl|02925	K11473
metaerg.pl|02927	K00075
metaerg.pl|02927	K00004
metaerg.pl|02927	K03777
metaerg.pl|02927	K00102
metaerg.pl|02927	K00104
metaerg.pl|02928	K00799
metaerg.pl|02928	K04097
metaerg.pl|02932	K01236
metaerg.pl|02932	K01176
metaerg.pl|02932	K01200
metaerg.pl|02932	K00700
metaerg.pl|02933	K00703
metaerg.pl|02934	K00975
metaerg.pl|02934	K00677
metaerg.pl|02934	K04042
metaerg.pl|02934	K02536
metaerg.pl|02934	K01840
metaerg.pl|02934	K00966
metaerg.pl|02934	K11528
metaerg.pl|02934	K00972
metaerg.pl|02935	K01176
metaerg.pl|02935	K01236
metaerg.pl|02935	K00700
metaerg.pl|02935	K01200
metaerg.pl|02936	K00688
metaerg.pl|02938	K00599
metaerg.pl|02938	K00568
metaerg.pl|02938	K02169
metaerg.pl|02940	K01299
metaerg.pl|02941	K02259
metaerg.pl|02943	K02533
metaerg.pl|02943	K15396
metaerg.pl|02945	K00975
metaerg.pl|02945	K00677
metaerg.pl|02945	K01835
metaerg.pl|02945	K00640
metaerg.pl|02945	K00963
metaerg.pl|02945	K02536
metaerg.pl|02945	K04042
metaerg.pl|02945	K01840
metaerg.pl|02945	K00966
metaerg.pl|02945	K11528
metaerg.pl|02945	K00972
metaerg.pl|02946	K01082
metaerg.pl|02949	K13421
metaerg.pl|02949	K01591
metaerg.pl|02950	K01448
metaerg.pl|02950	K01449
metaerg.pl|02950	K01447
metaerg.pl|02953	K07550
metaerg.pl|02953	K02615
metaerg.pl|02953	K07509
metaerg.pl|02953	K00632
metaerg.pl|02953	K00626
metaerg.pl|02953	K07823
metaerg.pl|02953	K07508
metaerg.pl|02953	K07513
metaerg.pl|02954	K08256
metaerg.pl|02954	K00749
metaerg.pl|02954	K00712
metaerg.pl|02954	K13668
metaerg.pl|02954	K00703
metaerg.pl|02954	K02844
metaerg.pl|02955	K12573
metaerg.pl|02956	K00825
metaerg.pl|02956	K00812
metaerg.pl|02957	K03770
metaerg.pl|02960	K13497
metaerg.pl|02960	K13950
metaerg.pl|02960	K13501
metaerg.pl|02960	K01658
metaerg.pl|02960	K01657
metaerg.pl|02960	K02619
metaerg.pl|02960	K03342
metaerg.pl|02960	K01665
metaerg.pl|02960	K01664
metaerg.pl|02960	K01663
metaerg.pl|02960	K01656
metaerg.pl|02961	K18928
metaerg.pl|02964	K01432
metaerg.pl|02964	K01181
metaerg.pl|02964	K01046
metaerg.pl|02965	K09780
metaerg.pl|02966	K00058
metaerg.pl|02966	K00018
metaerg.pl|02966	K00015
metaerg.pl|02970	K07514
metaerg.pl|02970	K07511
metaerg.pl|02970	K01825
metaerg.pl|02970	K10527
metaerg.pl|02970	K07515
metaerg.pl|02970	K01715
metaerg.pl|02970	K01782
metaerg.pl|02970	K07516
metaerg.pl|02970	K01692
metaerg.pl|02970	K00022
metaerg.pl|02970	K13767
metaerg.pl|02970	K15016
metaerg.pl|02970	K15019
metaerg.pl|02973	K02040
metaerg.pl|02975	K03442
metaerg.pl|02977	K07647
metaerg.pl|02977	K13040
metaerg.pl|02977	K10942
metaerg.pl|02977	K07717
metaerg.pl|02977	K07675
metaerg.pl|02977	K11383
metaerg.pl|02977	K02486
metaerg.pl|02977	K12767
metaerg.pl|02977	K11520
metaerg.pl|02977	K07769
metaerg.pl|02977	K14509
metaerg.pl|02977	K04757
metaerg.pl|02977	K11357
metaerg.pl|02977	K10125
metaerg.pl|02977	K11629
metaerg.pl|02977	K13532
metaerg.pl|02977	K07709
metaerg.pl|02977	K07644
metaerg.pl|02977	K01769
metaerg.pl|02977	K07650
metaerg.pl|02977	K10681
metaerg.pl|02977	K07676
metaerg.pl|02977	K06379
metaerg.pl|02977	K13587
metaerg.pl|02977	K11527
metaerg.pl|02977	K02030
metaerg.pl|02977	K07678
metaerg.pl|02977	K10715
metaerg.pl|02977	K07655
metaerg.pl|02977	K14489
metaerg.pl|02977	K02482
metaerg.pl|02977	K08801
metaerg.pl|02977	K02480
metaerg.pl|02977	K07638
metaerg.pl|02977	K07653
metaerg.pl|02977	K07636
metaerg.pl|02977	K07697
metaerg.pl|02977	K02489
metaerg.pl|02977	K07716
metaerg.pl|02977	K07640
metaerg.pl|02977	K07710
metaerg.pl|02977	K01768
metaerg.pl|02977	K07656
metaerg.pl|02977	K02668
metaerg.pl|02977	K03388
metaerg.pl|02977	K08479
metaerg.pl|02977	K07674
metaerg.pl|02977	K10916
metaerg.pl|02977	K11231
metaerg.pl|02977	K07643
metaerg.pl|02977	K02491
metaerg.pl|02977	K07677
metaerg.pl|02977	K07708
metaerg.pl|02977	K07645
metaerg.pl|02977	K07704
metaerg.pl|02977	K10909
metaerg.pl|02977	K08282
metaerg.pl|02977	K02484
metaerg.pl|02977	K11356
metaerg.pl|02977	K11640
metaerg.pl|02977	K11711
metaerg.pl|02977	K07642
metaerg.pl|02977	K02478
metaerg.pl|02977	K07679
metaerg.pl|02977	K07648
metaerg.pl|02977	K07651
metaerg.pl|02977	K07698
metaerg.pl|02977	K07718
metaerg.pl|02977	K11354
metaerg.pl|02977	K07778
metaerg.pl|02977	K07768
metaerg.pl|02977	K11633
metaerg.pl|02977	K08884
metaerg.pl|02977	K00873
metaerg.pl|02977	K07711
metaerg.pl|02977	K11328
metaerg.pl|02977	K13533
metaerg.pl|02977	K07646
metaerg.pl|02977	K13598
metaerg.pl|02977	K07641
metaerg.pl|02977	K07673
metaerg.pl|02977	K08475
metaerg.pl|02977	K07639
metaerg.pl|02977	K07652
metaerg.pl|02977	K07654
metaerg.pl|02977	K00936
metaerg.pl|02977	K07682
metaerg.pl|02977	K07649
metaerg.pl|02977	K03407
metaerg.pl|02977	K07637
metaerg.pl|02979	K01769
metaerg.pl|02979	K07676
metaerg.pl|02979	K10681
metaerg.pl|02979	K06379
metaerg.pl|02979	K07709
metaerg.pl|02979	K07644
metaerg.pl|02979	K13761
metaerg.pl|02979	K11383
metaerg.pl|02979	K02486
metaerg.pl|02979	K12767
metaerg.pl|02979	K11357
metaerg.pl|02979	K10125
metaerg.pl|02979	K04757
metaerg.pl|02979	K07647
metaerg.pl|02979	K07717
metaerg.pl|02979	K07675
metaerg.pl|02979	K03388
metaerg.pl|02979	K02668
metaerg.pl|02979	K10916
metaerg.pl|02979	K08479
metaerg.pl|02979	K07716
metaerg.pl|02979	K02489
metaerg.pl|02979	K01768
metaerg.pl|02979	K07710
metaerg.pl|02979	K02480
metaerg.pl|02979	K02482
metaerg.pl|02979	K07636
metaerg.pl|02979	K07653
metaerg.pl|02979	K07638
metaerg.pl|02979	K11527
metaerg.pl|02979	K07678
metaerg.pl|02979	K10715
metaerg.pl|02979	K11711
metaerg.pl|02979	K07642
metaerg.pl|02979	K00760
metaerg.pl|02979	K02484
metaerg.pl|02979	K11640
metaerg.pl|02979	K11356
metaerg.pl|02979	K07677
metaerg.pl|02979	K07708
metaerg.pl|02979	K08282
metaerg.pl|02979	K01937
metaerg.pl|02979	K07704
metaerg.pl|02979	K11231
metaerg.pl|02979	K02491
metaerg.pl|02979	K07682
metaerg.pl|02979	K07654
metaerg.pl|02979	K07637
metaerg.pl|02979	K03407
metaerg.pl|02979	K01120
metaerg.pl|02979	K07673
metaerg.pl|02979	K07639
metaerg.pl|02979	K08475
metaerg.pl|02979	K07646
metaerg.pl|02979	K07641
metaerg.pl|02979	K07652
metaerg.pl|02979	K02575
metaerg.pl|02979	K07768
metaerg.pl|02979	K11354
metaerg.pl|02979	K07778
metaerg.pl|02979	K08884
metaerg.pl|02979	K07711
metaerg.pl|02979	K07648
metaerg.pl|02979	K02478
metaerg.pl|02979	K07679
metaerg.pl|02979	K07718
metaerg.pl|02979	K07651
metaerg.pl|02979	K07659
metaerg.pl|02982	K07550
metaerg.pl|02982	K02615
metaerg.pl|02982	K07509
metaerg.pl|02982	K00632
metaerg.pl|02982	K00626
metaerg.pl|02982	K07508
metaerg.pl|02982	K07823
metaerg.pl|02982	K07513
metaerg.pl|02990	K01432
metaerg.pl|02990	K01181
metaerg.pl|02990	K01730
metaerg.pl|02993	K01487
metaerg.pl|02993	K01485
metaerg.pl|02996	K03327
metaerg.pl|02998	K07514
metaerg.pl|02998	K01825
metaerg.pl|02998	K10527
metaerg.pl|02998	K07515
metaerg.pl|02998	K01692
metaerg.pl|02998	K00022
metaerg.pl|02998	K01782
metaerg.pl|02998	K07516
metaerg.pl|02998	K15016
metaerg.pl|02998	K13767
metaerg.pl|02998	K08299
metaerg.pl|03007	K19234
metaerg.pl|03012	K09933
metaerg.pl|03015	K00492
metaerg.pl|03017	K11731
metaerg.pl|03017	K00249
metaerg.pl|03017	K14448
metaerg.pl|03017	K00248
metaerg.pl|03017	K00253
metaerg.pl|03017	K00120
metaerg.pl|03018	K00018
metaerg.pl|03018	K00058
metaerg.pl|03018	K12972
metaerg.pl|03018	K17064
metaerg.pl|03019	K13483
metaerg.pl|03019	K00087
metaerg.pl|03019	K00106
metaerg.pl|03019	K03518
metaerg.pl|03019	K13482
metaerg.pl|03019	K13481
metaerg.pl|03019	K07302
metaerg.pl|03020	K03520
metaerg.pl|03020	K00157
metaerg.pl|03020	K00087
metaerg.pl|03020	K00106
metaerg.pl|03020	K11178
metaerg.pl|03020	K03518
metaerg.pl|03020	K11177
metaerg.pl|03020	K13482
metaerg.pl|03020	K13481
metaerg.pl|03020	K07303
