metaerg.pl|00012	2.5.1.6
metaerg.pl|02430	7.3.2.7
metaerg.pl|02430	3.6.1.-
metaerg.pl|02436	3.5.1.128
metaerg.pl|02437	1.14.99.n4
metaerg.pl|02454	2.7.1.4
metaerg.pl|02457	2.7.1.12
metaerg.pl|02457	2.7.1.-
metaerg.pl|02463	1.6.5.9
metaerg.pl|02473	2.4.1.346
metaerg.pl|02476	2.5.1.3
metaerg.pl|02485	6.3.5.-
metaerg.pl|02487	4.1.1.-
metaerg.pl|02490	7.3.2.1
metaerg.pl|02492	1.13.11.27
metaerg.pl|02499	3.5.4.19
metaerg.pl|02499	3.6.1.31
metaerg.pl|02500	5.4.3.8
metaerg.pl|02501	2.7.11.1
metaerg.pl|02547	3.6.4.12
metaerg.pl|02595	1.17.4.1
metaerg.pl|02618	3.4.21.89
metaerg.pl|02630	6.5.1.2
metaerg.pl|02637	5.6.2.3
metaerg.pl|02648	2.7.6.5
metaerg.pl|02653	6.3.4.21
metaerg.pl|02659	3.4.21.-
metaerg.pl|02663	1.14.99.50
metaerg.pl|02664	2.1.1.44
metaerg.pl|02679	2.7.1.48
metaerg.pl|02685	4.3.1.19
metaerg.pl|02689	3.6.4.13
metaerg.pl|02690	3.1.3.48
metaerg.pl|02692	2.6.1.1
metaerg.pl|02698	6.3.2.-
metaerg.pl|02699	6.3.2.-
metaerg.pl|02701	3.6.1.27
metaerg.pl|02703	6.3.5.7
metaerg.pl|02714	3.4.17.-
metaerg.pl|02716	3.4.21.-
metaerg.pl|02718	3.5.1.81
metaerg.pl|02725	2.5.1.145
metaerg.pl|02725	2.4.99.-
metaerg.pl|02727	3.5.1.19
metaerg.pl|02730	3.6.3.41
metaerg.pl|02738	3.4.19.5
metaerg.pl|02741	4.2.99.20
metaerg.pl|02748	2.1.1.173
metaerg.pl|02748	2.1.1.264
metaerg.pl|02756	2.1.1.-
metaerg.pl|02761	1.13.11.-
metaerg.pl|02762	1.11.1.-
metaerg.pl|02771	2.5.1.72
metaerg.pl|02772	1.4.3.16
metaerg.pl|02775	2.4.2.19
metaerg.pl|02776	3.5.2.10
metaerg.pl|02777	4.1.1.19
metaerg.pl|02788	7.1.1.-
metaerg.pl|02790	7.1.1.-
metaerg.pl|02796	4.4.1.11
metaerg.pl|02801	1.2.1.31
metaerg.pl|02806	3.5.1.81
metaerg.pl|02809	2.7.6.5
metaerg.pl|02810	2.7.7.6
metaerg.pl|02811	2.7.6.3
metaerg.pl|02815	1.3.8.12
metaerg.pl|02822	3.4.24.-
metaerg.pl|02828	3.4.23.36
metaerg.pl|02830	2.1.2.3
metaerg.pl|02830	3.5.4.10
metaerg.pl|02830	2.1.2.3 3.5.4.10
metaerg.pl|02832	2.1.1.176
metaerg.pl|02835	5.4.99.23
metaerg.pl|02835	5.4.99.-
metaerg.pl|02839	2.7.7.-
metaerg.pl|02840	1.8.4.12
metaerg.pl|02840	1.8.4.-
metaerg.pl|02844	2.3.2.6
metaerg.pl|02846	2.5.1.78
metaerg.pl|02847	4.1.99.12
metaerg.pl|02847	3.5.4.25
metaerg.pl|02851	1.-.-.-
metaerg.pl|02862	3.5.1.126
metaerg.pl|02863	2.1.1.72
metaerg.pl|02864	3.1.26.4
metaerg.pl|02873	1.2.1.83
metaerg.pl|02877	4.2.1.59
metaerg.pl|02888	2.5.1.19
metaerg.pl|02889	2.4.1.213
metaerg.pl|02890	2.4.1.213
metaerg.pl|02892	1.2.1.12
metaerg.pl|02912	7.3.2.3
metaerg.pl|02917	2.5.1.145
metaerg.pl|02917	2.4.99.-
metaerg.pl|02919	2.1.1.320
metaerg.pl|02920	1.10.3.-
metaerg.pl|02928	2.5.1.18
metaerg.pl|02931	2.4.1.25
metaerg.pl|02932	3.2.1.-
metaerg.pl|02933	2.4.1.21
metaerg.pl|02934	2.7.7.27
metaerg.pl|02935	2.4.1.18
metaerg.pl|02936	2.4.1.1
metaerg.pl|02938	2.1.1.197
metaerg.pl|02939	5.4.99.9
metaerg.pl|02940	3.4.17.19
metaerg.pl|02941	1.3.-.-
metaerg.pl|02943	2.1.1.200
metaerg.pl|02945	2.7.7.9
metaerg.pl|02946	3.1.3.7
metaerg.pl|02949	4.1.1.23
metaerg.pl|02953	2.3.1.16
metaerg.pl|02955	3.1.13.1
metaerg.pl|02956	2.6.1.1
metaerg.pl|02957	5.2.1.8
metaerg.pl|02960	4.1.3.27
metaerg.pl|02964	3.1.1.1
metaerg.pl|02966	1.1.1.26
metaerg.pl|02970	4.2.1.116
metaerg.pl|02977	2.7.13.3
metaerg.pl|02982	2.3.1.16
metaerg.pl|02993	3.5.4.3
metaerg.pl|02998	4.2.1.149
metaerg.pl|03007	2.-.-.-
metaerg.pl|03013	1.13.12.-
metaerg.pl|03015	1.5.1.37
metaerg.pl|03017	1.3.99.-
metaerg.pl|03018	1.1.1.-
metaerg.pl|03019	1.3.99.16
metaerg.pl|03020	1.3.99.16
metaerg.pl|03024	1.8.2.3
metaerg.pl|03031	2.8.5.2
metaerg.pl|03033	5.1.3.3
metaerg.pl|03040	3.6.1.11
metaerg.pl|03041	2.7.4.1
metaerg.pl|03042	2.1.3.-
metaerg.pl|03042	2.1.1.-
metaerg.pl|03043	2.5.1.-
metaerg.pl|03043	2.1.1.-
metaerg.pl|03046	1.3.8.14
metaerg.pl|03053	1.2.1.68
metaerg.pl|03055	6.3.2.-
metaerg.pl|03056	6.3.2.-
metaerg.pl|03060	1.3.1.-
metaerg.pl|03065	4.2.1.116
metaerg.pl|03068	2.3.1.35
metaerg.pl|03068	2.3.1.1
metaerg.pl|03068	2.3.1.35 2.3.1.1
metaerg.pl|03075	3.5.1.108
metaerg.pl|03075	3.5.1.-
metaerg.pl|03079	6.3.2.8
metaerg.pl|03080	2.4.1.129
metaerg.pl|03082	6.3.2.9
metaerg.pl|03083	2.7.8.13
metaerg.pl|03085	6.3.2.13
metaerg.pl|03086	3.4.16.4
metaerg.pl|03090	2.1.1.199
metaerg.pl|03092	2.1.1.198
metaerg.pl|03105	7.1.1.8
metaerg.pl|03105	1.10.2.2
metaerg.pl|03111	3.4.21.107
metaerg.pl|03113	1.1.1.23
metaerg.pl|03114	2.4.2.17
metaerg.pl|03115	2.5.1.7
metaerg.pl|03121	3.1.3.45
metaerg.pl|03127	3.6.3.-
metaerg.pl|03133	3.4.-.-
metaerg.pl|03140	1.1.1.22
metaerg.pl|03142	5.1.3.12
metaerg.pl|03143	5.1.3.13
metaerg.pl|03144	4.2.1.46
metaerg.pl|03145	1.1.1.133
metaerg.pl|03146	2.7.7.24
metaerg.pl|03149	1.-.-.-
metaerg.pl|03154	5.1.99.-
metaerg.pl|03154	5.1.99.1
metaerg.pl|03162	4.2.1.17
metaerg.pl|03167	3.6.3.-
metaerg.pl|03182	1.1.2.8
metaerg.pl|03182	1.1.2.-
metaerg.pl|03189	4.2.1.126
metaerg.pl|03190	2.7.1.8
metaerg.pl|03191	3.5.1.25
metaerg.pl|03198	7.6.2.11
metaerg.pl|03198	3.6.3.31
metaerg.pl|03199	3.5.-.-
metaerg.pl|03201	3.6.3.-
metaerg.pl|03209	3.4.19.13
metaerg.pl|03212	7.1.1.-
metaerg.pl|03215	7.1.1.-
metaerg.pl|03236	3.6.4.12
metaerg.pl|03238	1.11.1.5
metaerg.pl|03244	6.3.2.12
metaerg.pl|03244	6.3.2.-
metaerg.pl|03245	2.1.3.15
metaerg.pl|03245	6.4.1.2
metaerg.pl|03248	2.7.8.-
metaerg.pl|03252	2.4.1.-
metaerg.pl|03253	5.4.2.8
metaerg.pl|03254	5.3.1.8
metaerg.pl|03254	2.7.7.13
metaerg.pl|03254	5.3.1.8 2.7.7.13
metaerg.pl|03255	1.1.1.271
metaerg.pl|03256	4.2.1.47
metaerg.pl|03257	2.4.-.-
metaerg.pl|03258	2.3.1.-
metaerg.pl|03268	2.1.1.107
metaerg.pl|03268	1.3.1.76
metaerg.pl|03268	4.99.1.4
metaerg.pl|03269	2.4.2.18
metaerg.pl|03270	1.7.-.-
metaerg.pl|03271	1.7.1.4
metaerg.pl|03272	1.7.1.4
metaerg.pl|03279	7.3.2.4
metaerg.pl|03281	6.1.1.23
metaerg.pl|03281	6.1.1.-
metaerg.pl|03283	2.7.7.65
metaerg.pl|03296	7.6.2.9
metaerg.pl|03303	2.6.1.42
metaerg.pl|03309	2.5.1.143
metaerg.pl|03312	4.3.2.1
metaerg.pl|03315	2.7.1.33
metaerg.pl|03316	1.-.-.-
metaerg.pl|03318	1.-.-.-
metaerg.pl|03322	4.-.-.-
metaerg.pl|03342	2.7.7.6
metaerg.pl|03343	2.7.7.6
metaerg.pl|03344	2.7.7.6
metaerg.pl|03345	3.1.1.96
metaerg.pl|03347	1.1.1.23
metaerg.pl|03354	3.1.-.-
metaerg.pl|03355	3.1.-.-
metaerg.pl|03356	3.1.-.-
metaerg.pl|03357	3.1.-.-
metaerg.pl|03369	3.4.24.-
metaerg.pl|03370	1.3.99.29
metaerg.pl|03370	1.3.99.-
metaerg.pl|03378	1.1.1.103
metaerg.pl|03380	2.4.-.-
metaerg.pl|03381	3.1.11.2
metaerg.pl|03382	1.-.-.-
metaerg.pl|03385	7.4.2.5
metaerg.pl|03394	2.1.1.193
metaerg.pl|03394	2.1.1.-
metaerg.pl|03397	1.8.7.1
metaerg.pl|03401	3.2.2.24
metaerg.pl|03414	7.5.2.6
metaerg.pl|03425	4.1.2.13
metaerg.pl|03433	2.3.1.-
metaerg.pl|03438	3.5.1.16
metaerg.pl|03450	4.1.1.11
metaerg.pl|03460	3.5.1.-
metaerg.pl|03472	2.1.1.193
metaerg.pl|03472	2.1.1.-
metaerg.pl|03475	3.1.-.-
metaerg.pl|03478	3.5.4.5
metaerg.pl|03487	2.1.1.269
metaerg.pl|03489	6.3.4.3
metaerg.pl|03491	6.3.2.12
metaerg.pl|03491	6.3.2.-
metaerg.pl|03495	1.3.99.-
metaerg.pl|03496	3.2.1.-
metaerg.pl|03497	1.1.1.103
metaerg.pl|03507	1.5.3.10
metaerg.pl|03509	4.1.99.13
metaerg.pl|03515	3.-.-.-
metaerg.pl|03517	5.4.2.-
metaerg.pl|03520	2.3.1.-
metaerg.pl|03522	2.5.1.88
metaerg.pl|03522	2.5.1.31
metaerg.pl|03537	1.2.1.3
metaerg.pl|03538	4.1.2.4
metaerg.pl|03548	6.3.5.7
metaerg.pl|03550	6.1.1.14
metaerg.pl|03560	5.3.1.8
metaerg.pl|03563	2.7.7.-
metaerg.pl|03578	3.4.21.-
metaerg.pl|03588	2.6.1.13
metaerg.pl|03589	2.6.1.51
metaerg.pl|03592	2.2.1.6
metaerg.pl|03593	2.2.1.6
metaerg.pl|03594	2.2.1.7
metaerg.pl|03598	6.3.5.-
metaerg.pl|03599	6.3.5.7
metaerg.pl|03599	6.3.5.-
metaerg.pl|03600	6.3.5.-
metaerg.pl|03601	3.5.1.124
metaerg.pl|03602	3.5.2.19
metaerg.pl|03605	6.5.1.2
metaerg.pl|03608	2.8.1.13
metaerg.pl|03608	2.1.1.61
metaerg.pl|03609	2.8.1.7
metaerg.pl|03616	2.1.1.-
metaerg.pl|03617	2.4.1.18
metaerg.pl|03622	2.4.1.11
metaerg.pl|03631	2.3.1.-
metaerg.pl|03633	4.2.1.17
metaerg.pl|03640	2.4.2.1
metaerg.pl|03642	2.8.3.13
metaerg.pl|03643	2.1.1.77
metaerg.pl|03648	3.5.2.-
metaerg.pl|03652	1.17.5.2
metaerg.pl|03653	1.2.5.3
metaerg.pl|03654	1.5.99.14
metaerg.pl|03655	3.5.1.-
metaerg.pl|03658	6.4.1.1
metaerg.pl|03664	2.7.2.2
metaerg.pl|03667	3.5.2.1
metaerg.pl|03667	3.5.2.-
metaerg.pl|03670	4.-.-.-
metaerg.pl|03672	1.16.1.1
metaerg.pl|03684	4.2.3.3
metaerg.pl|03685	2.2.1.2
metaerg.pl|03686	5.4.2.2
metaerg.pl|03692	3.6.3.-
metaerg.pl|03700	3.5.1.-
metaerg.pl|03700	3.5.1.25
metaerg.pl|03705	3.2.1.52
metaerg.pl|03709	3.2.1.52
metaerg.pl|03729	3.4.21.-
metaerg.pl|03736	1.1.1.346
metaerg.pl|03739	6.1.1.19
metaerg.pl|03758	1.1.-.-
metaerg.pl|03760	4.1.1.19
metaerg.pl|03761	2.5.1.16
metaerg.pl|03768	3.6.4.13
metaerg.pl|03768	3.6.4.-
metaerg.pl|03777	1.7.1.17
metaerg.pl|03778	1.13.11.24
metaerg.pl|03785	3.1.4.-
metaerg.pl|03792	1.3.8.-
metaerg.pl|03793	3.5.4.2
metaerg.pl|03793	3.5.4.4
metaerg.pl|03819	3.5.2.3
metaerg.pl|03820	1.3.1.-
metaerg.pl|03830	4.2.1.149
metaerg.pl|03834	1.13.11.24
metaerg.pl|03849	3.1.3.25
metaerg.pl|03850	1.1.1.329
metaerg.pl|03853	2.5.1.62
metaerg.pl|03853	2.5.1.-
metaerg.pl|03855	7.3.2.7
metaerg.pl|03866	4.2.1.47
metaerg.pl|03870	2.7.1.40
metaerg.pl|03876	5.4.99.5
metaerg.pl|03877	3.4.21.-
metaerg.pl|03877	3.4.-.-
metaerg.pl|03885	2.3.1.275
metaerg.pl|03885	2.3.1.-
metaerg.pl|03893	1.14.13.-
metaerg.pl|03905	3.1.2.6
metaerg.pl|03916	3.6.4.12
metaerg.pl|03921	2.1.1.192
metaerg.pl|03923	3.1.25.-
metaerg.pl|03924	2.6.1.83
metaerg.pl|03931	4.1.3.36
metaerg.pl|03942	3.4.14.-
metaerg.pl|03945	4.1.1.37
metaerg.pl|03957	2.1.1.-
metaerg.pl|03958	3.1.-.-
metaerg.pl|03962	2.10.1.1
metaerg.pl|03964	1.1.1.23
metaerg.pl|03971	3.2.2.-
metaerg.pl|03972	5.1.99.6
metaerg.pl|03975	2.1.2.1
metaerg.pl|03976	1.4.1.9
metaerg.pl|03977	1.3.99.-
metaerg.pl|03978	1.1.1.157
metaerg.pl|03981	2.3.1.9
metaerg.pl|03981	2.3.1.16
metaerg.pl|03983	3.1.1.-
metaerg.pl|03984	2.7.7.7
metaerg.pl|03986	2.1.1.182
metaerg.pl|03990	2.3.1.8
metaerg.pl|03991	2.7.7.3
metaerg.pl|03992	2.1.1.171
metaerg.pl|03993	3.1.-.-
metaerg.pl|03995	2.7.7.-
metaerg.pl|03996	3.1.-.-
metaerg.pl|04005	3.6.5.-
metaerg.pl|04009	3.4.21.-
metaerg.pl|04012	2.7.4.9
metaerg.pl|04013	5.5.1.4
metaerg.pl|04016	2.7.8.39
metaerg.pl|04018	2.1.1.297
metaerg.pl|04018	2.1.1.-
metaerg.pl|04026	5.4.3.8
metaerg.pl|04027	2.8.4.4
metaerg.pl|04027	2.1.1.- 2.8.1.-
metaerg.pl|04032	3.1.3.71
metaerg.pl|04033	6.3.4.14
metaerg.pl|04036	4.2.1.10
metaerg.pl|04046	2.5.1.30
metaerg.pl|04048	2.1.2.5
metaerg.pl|04069	5.1.3.2
metaerg.pl|04070	1.2.1.70
metaerg.pl|04075	4.2.1.24
metaerg.pl|04076	2.3.1.128
metaerg.pl|04079	3.1.25.-
metaerg.pl|04080	2.7.6.5
metaerg.pl|04088	2.7.7.18
metaerg.pl|04095	4.1.1.35
metaerg.pl|04096	1.1.1.22
metaerg.pl|04098	1.1.1.136
metaerg.pl|04104	2.7.7.6
metaerg.pl|04108	3.4.11.18
metaerg.pl|04109	2.7.4.3
metaerg.pl|04109	2.7.4.-
metaerg.pl|04121	2.7.7.7
metaerg.pl|04129	6.3.5.2
metaerg.pl|04131	2.7.1.24
metaerg.pl|04132	3.1.25.-
metaerg.pl|04135	3.1.2.6
metaerg.pl|04136	3.1.25.-
metaerg.pl|04137	3.1.25.-
metaerg.pl|04141	1.2.1.12
metaerg.pl|04141	1.2.1.-
metaerg.pl|04142	2.7.2.3
metaerg.pl|04143	5.3.1.1
metaerg.pl|04155	3.4.11.2
metaerg.pl|04156	6.2.1.3
metaerg.pl|04159	3.1.-.-
metaerg.pl|04161	5.4.2.11
metaerg.pl|04162	4.2.1.3
metaerg.pl|04163	1.8.4.11
metaerg.pl|04164	2.4.1.64
metaerg.pl|04165	2.1.1.220
metaerg.pl|04166	3.6.4.8
metaerg.pl|04167	3.4.-.-
metaerg.pl|04167	6.3.2.-
metaerg.pl|04169	6.3.1.19
metaerg.pl|04169	6.3.2.-
metaerg.pl|04180	3.6.4.-
metaerg.pl|04181	2.7.-.-
metaerg.pl|04181	2.7.1.-
metaerg.pl|04182	3.4.13.-
metaerg.pl|04187	2.3.1.269
metaerg.pl|04187	2.3.1.-
metaerg.pl|04190	7.1.3.1
metaerg.pl|04190	3.6.1.1
metaerg.pl|04193	3.1.3.15
metaerg.pl|04202	2.3.2.6
metaerg.pl|04203	3.3.1.1
metaerg.pl|04206	7.5.2.-
metaerg.pl|04212	2.6.1.1
metaerg.pl|04213	2.6.1.52
metaerg.pl|04217	3.1.26.4
metaerg.pl|04229	3.6.3.-
metaerg.pl|04235	2.7.8.5
metaerg.pl|04238	2.7.4.14
metaerg.pl|04239	2.5.1.19
metaerg.pl|04240	1.3.1.12
metaerg.pl|04242	5.4.99.5
metaerg.pl|04243	5.4.99.-
metaerg.pl|04246	2.4.2.2
metaerg.pl|04249	6.3.4.2
metaerg.pl|04251	2.7.1.23
metaerg.pl|04252	2.1.1.226
metaerg.pl|04264	6.3.5.10
metaerg.pl|04265	2.5.1.17
metaerg.pl|04267	3.6.-.-
metaerg.pl|04276	3.1.3.25
metaerg.pl|04278	1.11.1.22
metaerg.pl|04280	3.5.1.98
metaerg.pl|04286	3.6.3.-
metaerg.pl|04287	4.2.1.104
metaerg.pl|04292	2.7.8.-
metaerg.pl|04299	1.1.99.22
metaerg.pl|04301	3.5.1.10
metaerg.pl|04311	3.6.3.-
metaerg.pl|04316	1.-.-.-
metaerg.pl|04332	2.5.1.72
metaerg.pl|04333	1.4.3.16
metaerg.pl|04336	2.4.2.19
metaerg.pl|04358	2.4.-.-
metaerg.pl|04359	6.5.1.1
metaerg.pl|04360	6.5.1.1
metaerg.pl|04367	2.3.1.35
metaerg.pl|04367	2.3.1.1
metaerg.pl|04367	2.3.1.35 2.3.1.1
metaerg.pl|04369	3.6.1.65
metaerg.pl|04374	3.1.-.-
metaerg.pl|04374	3.1.11.2
metaerg.pl|04376	3.5.4.25
metaerg.pl|04386	6.1.1.4
metaerg.pl|04388	3.5.2.9
metaerg.pl|04389	3.1.-.-
metaerg.pl|04394	3.5.1.-
metaerg.pl|04395	3.5.1.-
metaerg.pl|04405	3.4.13.18
metaerg.pl|04408	3.-.-.-
metaerg.pl|04414	2.7.1.50
metaerg.pl|04415	2.7.1.49
metaerg.pl|04415	2.7.1.49 2.7.4.7
metaerg.pl|04416	2.5.1.3
metaerg.pl|04417	1.-.-.-
metaerg.pl|04422	2.8.1.7
metaerg.pl|04429	5.1.-.-
metaerg.pl|04432	2.-.-.-
metaerg.pl|04433	2.3.1.57
metaerg.pl|04446	3.1.3.5
metaerg.pl|04447	1.-.-.-
metaerg.pl|04449	1.7.1.13
metaerg.pl|04453	4.3.3.6
metaerg.pl|04454	4.3.3.6
metaerg.pl|04454	2.6.-.-
metaerg.pl|04466	2.3.1.-
metaerg.pl|04467	2.3.1.-
metaerg.pl|04468	1.-.-.-
metaerg.pl|04473	1.13.11.-
metaerg.pl|04476	2.3.1.19
metaerg.pl|04477	2.7.2.7
metaerg.pl|04478	1.8.1.4
metaerg.pl|04479	1.2.4.4
metaerg.pl|04480	1.2.4.4
metaerg.pl|04481	2.3.1.168
metaerg.pl|04483	1.4.1.9
metaerg.pl|04485	1.10.3.-
metaerg.pl|04501	2.7.2.1
metaerg.pl|04502	3.2.1.80
metaerg.pl|04503	3.2.1.26
metaerg.pl|04504	3.6.3.-
metaerg.pl|04509	2.3.1.9
metaerg.pl|04509	2.3.1.16
metaerg.pl|04510	3.5.4.26
metaerg.pl|04510	1.1.1.193
metaerg.pl|04510	3.5.4.-
metaerg.pl|04511	2.5.1.9
metaerg.pl|04512	4.1.99.12
metaerg.pl|04512	3.5.4.25
metaerg.pl|04513	2.5.1.78
metaerg.pl|04519	1.1.1.346
metaerg.pl|04523	2.5.1.32
metaerg.pl|04524	1.14.99.-
metaerg.pl|04528	6.2.1.26
metaerg.pl|04530	1.14.12.-
metaerg.pl|04531	1.-.-.-
metaerg.pl|04539	5.4.99.5
metaerg.pl|04542	2.1.1.228
metaerg.pl|04544	3.5.5.1
metaerg.pl|04550	2.4.2.-
metaerg.pl|04552	4.99.1.1
metaerg.pl|04556	3.5.1.128
metaerg.pl|04566	3.1.26.4
metaerg.pl|04567	2.1.1.72
metaerg.pl|04568	1.8.5.7
metaerg.pl|04569	2.4.-.-
metaerg.pl|04583	3.4.11.5
metaerg.pl|04584	2.1.1.222
metaerg.pl|04584	2.1.1.64
metaerg.pl|04590	3.1.3.18
metaerg.pl|04592	4.2.1.9
metaerg.pl|04595	2.6.1.11
metaerg.pl|04596	2.1.3.3
metaerg.pl|04597	3.4.15.5
metaerg.pl|04600	2.3.3.15
metaerg.pl|04612	1.13.11.4
metaerg.pl|04617	2.7.13.3
metaerg.pl|04632	4.3.1.19
metaerg.pl|04635	1.5.8.4
metaerg.pl|04637	3.1.3.6
metaerg.pl|04639	4.2.1.51
metaerg.pl|04649	3.6.3.24
metaerg.pl|04651	1.14.13.107
metaerg.pl|04652	1.3.98.3
metaerg.pl|04652	1.3.99.22
metaerg.pl|04656	5.4.99.28
metaerg.pl|04658	1.2.1.83
metaerg.pl|04660	2.3.1.30
metaerg.pl|04661	2.7.1.23
metaerg.pl|04665	3.1.-.-
metaerg.pl|04666	1.-.-.-
metaerg.pl|04669	1.-.-.-
metaerg.pl|04679	1.3.99.-
metaerg.pl|04683	1.1.98.2
metaerg.pl|04683	1.-.-.-
metaerg.pl|04686	3.6.3.-
metaerg.pl|04689	4.3.1.32
metaerg.pl|04689	2.5.1.147
metaerg.pl|04689	2.5.1.77
metaerg.pl|04690	2.7.7.68
metaerg.pl|04691	2.7.8.28
metaerg.pl|04692	6.3.2.31
metaerg.pl|04693	1.5.1.40
metaerg.pl|04694	1.-.-.-
metaerg.pl|04698	2.1.1.17
metaerg.pl|04709	2.4.1.352
metaerg.pl|04710	2.4.1.266
metaerg.pl|04711	3.1.3.70
metaerg.pl|04711	3.1.3.-
metaerg.pl|04714	4.2.1.17
metaerg.pl|04715	3.5.1.-
metaerg.pl|04719	1.4.1.9
metaerg.pl|04728	1.3.99.-
metaerg.pl|04730	4.1.99.3
metaerg.pl|04732	3.1.2.-
metaerg.pl|04735	6.1.1.18
metaerg.pl|04736	4.1.3.4
metaerg.pl|04737	2.8.3.20
metaerg.pl|04745	3.6.3.-
metaerg.pl|04763	3.6.1.7
metaerg.pl|04772	1.11.1.9
metaerg.pl|04778	1.-.-.-
metaerg.pl|04779	2.4.1.21
metaerg.pl|04781	6.3.4.4
metaerg.pl|04799	1.6.5.12
metaerg.pl|04804	2.1.1.192
metaerg.pl|04807	2.7.4.1
metaerg.pl|04818	3.1.-.-
metaerg.pl|04823	5.4.99.12
metaerg.pl|04825	2.7.7.6
metaerg.pl|04833	7.1.1.-
metaerg.pl|04855	2.7.4.3
metaerg.pl|04855	2.7.4.-
metaerg.pl|04858	5.1.1.-
metaerg.pl|04860	3.4.21.92
metaerg.pl|04865	1.13.11.75
metaerg.pl|04866	3.4.19.13
metaerg.pl|04866	2.3.2.2
metaerg.pl|04869	3.4.11.1
metaerg.pl|04887	1.11.1.15
metaerg.pl|04888	1.1.1.381
metaerg.pl|04890	3.2.2.31
metaerg.pl|04890	3.6.1.-
metaerg.pl|04892	1.14.99.50
metaerg.pl|04893	2.1.1.44
metaerg.pl|04894	4.1.3.36
metaerg.pl|04898	3.1.1.84
metaerg.pl|04900	1.14.99.63
metaerg.pl|05079	6.1.1.6
metaerg.pl|05081	3.4.24.-
metaerg.pl|05084	2.4.2.8
metaerg.pl|05085	6.3.4.19
metaerg.pl|05085	2.4.2.8
metaerg.pl|05085	6.3.4.-
metaerg.pl|05091	3.6.4.-
metaerg.pl|05091	3.6.1.-
metaerg.pl|05092	3.1.1.29
metaerg.pl|05097	2.6.1.16
metaerg.pl|05098	2.6.1.1
metaerg.pl|05098	4.1.1.12
metaerg.pl|05099	3.4.21.-
metaerg.pl|05100	1.1.1.27
metaerg.pl|05103	2.7.6.1
metaerg.pl|05104	2.7.7.23
metaerg.pl|05104	2.3.1.157
metaerg.pl|05104	2.7.7.23 2.3.1.157
metaerg.pl|05107	6.4.1.1
metaerg.pl|05108	2.7.7.65
metaerg.pl|05119	2.7.1.148
metaerg.pl|05121	2.1.1.182
metaerg.pl|05122	3.1.26.8
metaerg.pl|05123	3.1.-.-
metaerg.pl|05124	6.1.1.10
metaerg.pl|05125	3.1.3.-
metaerg.pl|05127	6.1.1.1
metaerg.pl|05130	1.1.1.-
metaerg.pl|05131	4.-.-.-
metaerg.pl|05132	7.2.2.16
metaerg.pl|05139	1.18.1.2
metaerg.pl|05145	1.6.99.-
metaerg.pl|05152	1.1.3.21
metaerg.pl|05154	2.7.1.30
metaerg.pl|05155	2.3.1.8
metaerg.pl|05156	3.2.2.27
metaerg.pl|05157	3.1.3.-
metaerg.pl|05159	3.5.1.-
metaerg.pl|05160	2.7.1.35
metaerg.pl|05160	2.7.1.49 2.7.4.7
metaerg.pl|05163	3.1.25.-
metaerg.pl|05165	1.-.-.-
metaerg.pl|05171	3.1.-.-
metaerg.pl|05176	2.7.4.1
metaerg.pl|05188	3.2.1.41
metaerg.pl|05192	1.-.-.-
metaerg.pl|05193	2.8.3.9
metaerg.pl|05193	2.8.3.-
metaerg.pl|05194	2.8.3.8
metaerg.pl|05194	2.8.3.-
metaerg.pl|05195	2.3.1.9
metaerg.pl|05195	2.3.1.16
metaerg.pl|05200	3.6.3.-
metaerg.pl|05204	2.7.1.23
metaerg.pl|05207	1.14.15.17
metaerg.pl|05209	1.8.4.11
metaerg.pl|05211	3.2.1.20
metaerg.pl|05214	2.7.7.7
metaerg.pl|05219	1.10.9.1
metaerg.pl|05223	3.4.21.102
metaerg.pl|05223	3.4.21.-
metaerg.pl|05227	3.4.24.-
metaerg.pl|05229	4.-.-.-
metaerg.pl|05233	2.7.11.1
metaerg.pl|05237	2.-.-.-
metaerg.pl|05244	2.7.1.31
metaerg.pl|05249	2.7.7.-
metaerg.pl|05250	2.7.1.170
metaerg.pl|05252	2.7.11.1
metaerg.pl|05254	3.1.3.16
metaerg.pl|05263	2.7.7.-
metaerg.pl|05266	2.5.1.78
metaerg.pl|05270	1.2.1.41
metaerg.pl|05271	1.14.19.-
metaerg.pl|05273	1.14.19.6
metaerg.pl|05275	1.14.19.42
metaerg.pl|05291	3.2.1.26
metaerg.pl|05292	3.2.1.26
metaerg.pl|05295	2.1.1.176
metaerg.pl|05304	4.2.99.20
metaerg.pl|05314	6.3.4.4
metaerg.pl|05324	2.4.2.1
metaerg.pl|05332	3.6.3.-
metaerg.pl|05332	3.6.3.41
metaerg.pl|05337	1.4.1.9
metaerg.pl|05348	2.7.1.24
metaerg.pl|05352	3.4.-.-
metaerg.pl|05355	7.1.2.2
metaerg.pl|05355	3.6.3.14
metaerg.pl|05356	3.6.3.14
metaerg.pl|05377	1.17.2.1
metaerg.pl|05379	1.17.2.1
metaerg.pl|05398	1.9.3.1
metaerg.pl|05403	2.5.1.141
metaerg.pl|05403	2.5.1.-
metaerg.pl|05405	1.10.3.-
metaerg.pl|05407	1.9.3.1
metaerg.pl|05426	7.2.2.8
metaerg.pl|05426	3.6.3.-
metaerg.pl|05428	1.9.3.1
metaerg.pl|05442	1.3.98.3
metaerg.pl|05442	1.3.99.22
metaerg.pl|05452	1.5.1.34
metaerg.pl|05460	2.7.2.4
