#kegg_pathway_id	kegg_pathway_name	total_family_in_pathway	total_family_found_in_pathway	ko	ko_name	gene_num
00561	Glycerolipid metabolism	41	8	K06117	GPP2	1
00561	Glycerolipid metabolism	41	8	K06119	SQD2	1
00362	Benzoate degradation via hydroxylation	49	21	K00448	E1.13.11.3A, pcaG	3
00362	Benzoate degradation via hydroxylation	49	21	K00449	E1.13.11.3B, pcaH	3
00362	Benzoate degradation via hydroxylation	49	21	K00465	E1.13.11.-	5
00362	Benzoate degradation via hydroxylation	49	21	K00481	E1.14.13.2, pobA	1
00362	Benzoate degradation via hydroxylation	49	21	K00632	E2.3.1.16, fadA	16
00362	Benzoate degradation via hydroxylation	49	21	K01055	E3.1.1.24, pcaD	1
00362	Benzoate degradation via hydroxylation	49	21	K01576	E4.1.1.7, mdlC	10
00362	Benzoate degradation via hydroxylation	49	21	K01607	E4.1.1.44, pcaC	2
00362	Benzoate degradation via hydroxylation	49	21	K01666	E4.1.3.39, mhpE	3
00362	Benzoate degradation via hydroxylation	49	21	K01781	E5.1.2.2	7
00362	Benzoate degradation via hydroxylation	49	21	K01856	E5.5.1.1	6
00362	Benzoate degradation via hydroxylation	49	21	K01857	E5.5.1.2, pcaB	21
00362	Benzoate degradation via hydroxylation	49	21	K03381	E1.13.11.1, catA	1
00362	Benzoate degradation via hydroxylation	49	21	K04098	E1.13.11.37	1
00362	Benzoate degradation via hydroxylation	49	21	K05549	BENA	1
00362	Benzoate degradation via hydroxylation	49	21	K07508	ACAA2	15
00362	Benzoate degradation via hydroxylation	49	21	K07509	HADHB	16
00362	Benzoate degradation via hydroxylation	49	21	K07513	ACAA1	16
00362	Benzoate degradation via hydroxylation	49	21	K07823	E2.3.1.174, pcaF, catF	14
00362	Benzoate degradation via hydroxylation	49	21	K10217	E1.2.1.32	5
00362	Benzoate degradation via hydroxylation	49	21	K10218	E4.1.3.17, ligK	1
00361	gamma-Hexachlorocyclohexane degradation	22	11	K00120	E1.1.-.-	26
00361	gamma-Hexachlorocyclohexane degradation	22	11	K00492	E1.14.13.-	10
00361	gamma-Hexachlorocyclohexane degradation	22	11	K00493	E1.14.14.1	1
00361	gamma-Hexachlorocyclohexane degradation	22	11	K00517	E1.14.-.-	22
00361	gamma-Hexachlorocyclohexane degradation	22	11	K01061	E3.1.1.45	2
00361	gamma-Hexachlorocyclohexane degradation	22	11	K01561	E3.8.1.3	1
00361	gamma-Hexachlorocyclohexane degradation	22	11	K01563	E3.8.1.5, dhaA	1
00361	gamma-Hexachlorocyclohexane degradation	22	11	K01860	E5.5.1.7	1
00361	gamma-Hexachlorocyclohexane degradation	22	11	K03380	E1.14.13.7	1
00361	gamma-Hexachlorocyclohexane degradation	22	11	K03381	E1.13.11.1, catA	1
00361	gamma-Hexachlorocyclohexane degradation	22	11	K03384	E1.14.12.-	3
00240	Pyrimidine metabolism	73	46	K00207	E1.3.1.2, DPYD	10
00240	Pyrimidine metabolism	73	46	K00226	E1.3.3.1, pyrD	27
00240	Pyrimidine metabolism	73	46	K00254	E1.3.99.11	1
00240	Pyrimidine metabolism	73	46	K00384	E1.8.1.9, trxB	33
00240	Pyrimidine metabolism	73	46	K00525	E1.17.4.1A, nrdA, nrdE	4
00240	Pyrimidine metabolism	73	46	K00527	E1.17.4.2, nrdD	8
00240	Pyrimidine metabolism	73	46	K00560	E2.1.1.45, thyA	3
00240	Pyrimidine metabolism	73	46	K00609	E2.1.3.2C, pyrB	31
00240	Pyrimidine metabolism	73	46	K00610	E2.1.3.2R, pyrI	8
00240	Pyrimidine metabolism	73	46	K00756	E2.4.2.2, pdp	5
00240	Pyrimidine metabolism	73	46	K00758	E2.4.2.4, deoA	7
00240	Pyrimidine metabolism	73	46	K00761	E2.4.2.9, upp	2
00240	Pyrimidine metabolism	73	46	K00762	E2.4.2.10, pyrE	17
00240	Pyrimidine metabolism	73	46	K00857	E2.7.1.21, tdk	1
00240	Pyrimidine metabolism	73	46	K00876	E2.7.1.48, udk	2
00240	Pyrimidine metabolism	73	46	K00940	E2.7.4.6, ndk	3
00240	Pyrimidine metabolism	73	46	K00943	E2.7.4.9, tmk	7
00240	Pyrimidine metabolism	73	46	K00945	E2.7.4.14, cmk	10
00240	Pyrimidine metabolism	73	46	K00962	E2.7.7.8, pnp	15
00240	Pyrimidine metabolism	73	46	K01081	E3.1.3.5, ushA	12
00240	Pyrimidine metabolism	73	46	K01119	E3.1.4.16, cpdB	13
00240	Pyrimidine metabolism	73	46	K01464	E3.5.2.2, DPYS	1
00240	Pyrimidine metabolism	73	46	K01465	E3.5.2.3, pyrC	4
00240	Pyrimidine metabolism	73	46	K01485	E3.5.4.1, codA	9
00240	Pyrimidine metabolism	73	46	K01489	E3.5.4.5, cdd	3
00240	Pyrimidine metabolism	73	46	K01493	E3.5.4.12, comEB	1
00240	Pyrimidine metabolism	73	46	K01494	E3.5.4.13, dcd	4
00240	Pyrimidine metabolism	73	46	K01518	E3.6.1.17	2
00240	Pyrimidine metabolism	73	46	K01520	E3.6.1.23, dut	4
00240	Pyrimidine metabolism	73	46	K01591	E4.1.1.23, pyrF	4
00240	Pyrimidine metabolism	73	46	K01937	E6.3.4.2, pyrG	98
00240	Pyrimidine metabolism	73	46	K01955	E6.3.5.5L, carB	42
00240	Pyrimidine metabolism	73	46	K01956	E6.3.5.5S, carA	31
00240	Pyrimidine metabolism	73	46	K02335	DPO1, polA	5
00240	Pyrimidine metabolism	73	46	K02428	MAZG	4
00240	Pyrimidine metabolism	73	46	K02825	pyrR	3
00240	Pyrimidine metabolism	73	46	K03465	E2.1.1.148, thyX, thy1	3
00240	Pyrimidine metabolism	73	46	K03783	PUNA	2
00240	Pyrimidine metabolism	73	46	K03784	DEOD	3
00240	Pyrimidine metabolism	73	46	K04765	E3.6.1.8	3
00240	Pyrimidine metabolism	73	46	K08693	E3.1.3.6	9
00240	Pyrimidine metabolism	73	46	K08722	YFBR	1
00240	Pyrimidine metabolism	73	46	K08723	YJJG	1
00240	Pyrimidine metabolism	73	46	K08728	E2.4.2.6	1
00240	Pyrimidine metabolism	73	46	K09903	E2.7.4.22, pyrH	3
00240	Pyrimidine metabolism	73	46	K10807	RRM1	4
00150	Androgen and estrogen metabolism	19	3	K00492	E1.14.13.-	10
00150	Androgen and estrogen metabolism	19	3	K00599	E2.1.1.-	50
00150	Androgen and estrogen metabolism	19	3	K01130	E3.1.6.1, aslA	1
00380	Tryptophan metabolism	50	31	K00022	E1.1.1.35, fadB	50
00380	Tryptophan metabolism	50	31	K00128	E1.2.1.3	17
00380	Tryptophan metabolism	50	31	K00155	E1.2.1.-	12
00380	Tryptophan metabolism	50	31	K00157	E1.2.3.1, AOX1	6
00380	Tryptophan metabolism	50	31	K00164	OGDH, sucA	3
00380	Tryptophan metabolism	50	31	K00252	E1.3.99.7, gcdH	19
00380	Tryptophan metabolism	50	31	K00453	E1.13.11.11, TDO2	1
00380	Tryptophan metabolism	50	31	K00486	E1.14.13.9	2
00380	Tryptophan metabolism	50	31	K00493	E1.14.14.1	1
00380	Tryptophan metabolism	50	31	K00599	E2.1.1.-	50
00380	Tryptophan metabolism	50	31	K00626	E2.3.1.9, atoB	20
00380	Tryptophan metabolism	50	31	K00669	E2.3.1.87, AANAT	2
00380	Tryptophan metabolism	50	31	K00816	E2.6.1.7	5
00380	Tryptophan metabolism	50	31	K01426	E3.5.1.4, amiE	3
00380	Tryptophan metabolism	50	31	K01432	E3.5.1.9	5
00380	Tryptophan metabolism	50	31	K01501	E3.5.5.1	1
00380	Tryptophan metabolism	50	31	K01556	E3.7.1.3	7
00380	Tryptophan metabolism	50	31	K01593	E4.1.1.28, DDC	2
00380	Tryptophan metabolism	50	31	K01692	E4.2.1.17, paaG	36
00380	Tryptophan metabolism	50	31	K01867	E6.1.1.2, trpS	2
00380	Tryptophan metabolism	50	31	K01932	E6.3.2.-	1
00380	Tryptophan metabolism	50	31	K03392	E4.1.1.45, ACMSD	1
00380	Tryptophan metabolism	50	31	K03393	E1.14.16.-	1
00380	Tryptophan metabolism	50	31	K03781	katE, CAT	1
00380	Tryptophan metabolism	50	31	K03782	KATG	1
00380	Tryptophan metabolism	50	31	K04103	E4.1.1.74, ipdC	8
00380	Tryptophan metabolism	50	31	K07511	ECHS1	16
00380	Tryptophan metabolism	50	31	K07514	EHHADH1	35
00380	Tryptophan metabolism	50	31	K07515	HADHA1	35
00380	Tryptophan metabolism	50	31	K07516	EHHADH2	35
00380	Tryptophan metabolism	50	31	K10217	E1.2.1.32	5
00632	Benzoate degradation via CoA ligation	67	28	K00074	E1.1.1.157, paaH	3
00632	Benzoate degradation via CoA ligation	67	28	K00120	E1.1.-.-	26
00632	Benzoate degradation via CoA ligation	67	28	K00239	sdhA	5
00632	Benzoate degradation via CoA ligation	67	28	K00240	sdhB	26
00632	Benzoate degradation via CoA ligation	67	28	K00241	sdhC	3
00632	Benzoate degradation via CoA ligation	67	28	K00242	sdhD	2
00632	Benzoate degradation via CoA ligation	67	28	K00244	frdA	7
00632	Benzoate degradation via CoA ligation	67	28	K00245	frdB	21
00632	Benzoate degradation via CoA ligation	67	28	K00246	frdC	11
00632	Benzoate degradation via CoA ligation	67	28	K00252	E1.3.99.7, gcdH	19
00632	Benzoate degradation via CoA ligation	67	28	K00626	E2.3.1.9, atoB	20
00632	Benzoate degradation via CoA ligation	67	28	K01034	atoD	1
00632	Benzoate degradation via CoA ligation	67	28	K01035	atoA	1
00632	Benzoate degradation via CoA ligation	67	28	K01426	E3.5.1.4, amiE	3
00632	Benzoate degradation via CoA ligation	67	28	K01501	E3.5.5.1	1
00632	Benzoate degradation via CoA ligation	67	28	K01512	E3.6.1.7, acyP	1
00632	Benzoate degradation via CoA ligation	67	28	K01692	E4.2.1.17, paaG	36
00632	Benzoate degradation via CoA ligation	67	28	K01913	E6.2.1.-	11
00632	Benzoate degradation via CoA ligation	67	28	K04109	E1.3.99.20D, hbaD	1
00632	Benzoate degradation via CoA ligation	67	28	K04110	E6.2.1.25, badA	1
00632	Benzoate degradation via CoA ligation	67	28	K05549	BENA	1
00632	Benzoate degradation via CoA ligation	67	28	K07511	ECHS1	16
00632	Benzoate degradation via CoA ligation	67	28	K07514	EHHADH1	35
00632	Benzoate degradation via CoA ligation	67	28	K07515	HADHA1	35
00632	Benzoate degradation via CoA ligation	67	28	K07535	BADH	5
00632	Benzoate degradation via CoA ligation	67	28	K07538	HAD	8
00632	Benzoate degradation via CoA ligation	67	28	K07550	BBSB	17
00632	Benzoate degradation via CoA ligation	67	28	K10215	ETHA	2
00480	Glutathione metabolism	38	21	K00031	IDH1, IDH2, icd	14
00480	Glutathione metabolism	38	21	K00033	E1.1.1.44, PGD, gnd	1
00480	Glutathione metabolism	38	21	K00036	G6PD, zwf	2
00480	Glutathione metabolism	38	21	K00383	E1.8.1.7, GSR, gor	20
00480	Glutathione metabolism	38	21	K00432	E1.11.1.9	4
00480	Glutathione metabolism	38	21	K00681	E2.3.2.2, ggt	8
00480	Glutathione metabolism	38	21	K00797	E2.5.1.16, SRM, speE	1
00480	Glutathione metabolism	38	21	K00799	E2.5.1.18, gst	19
00480	Glutathione metabolism	38	21	K01255	CARP, pepA	6
00480	Glutathione metabolism	38	21	K01256	PEPN	2
00480	Glutathione metabolism	38	21	K01270	E3.4.13.3, pepD	2
00480	Glutathione metabolism	38	21	K01469	E3.5.2.9	1
00480	Glutathione metabolism	38	21	K01581	E4.1.1.17, ODC1, speC, speF	5
00480	Glutathione metabolism	38	21	K01919	GSHA	1
00480	Glutathione metabolism	38	21	K01920	E6.3.2.3, gshB	1
00480	Glutathione metabolism	38	21	K04097	GST	14
00480	Glutathione metabolism	38	21	K10807	RRM1	4
00480	Glutathione metabolism	38	21	K11142	LAP3	6
00480	Glutathione metabolism	38	21	K11185	TRYP	8
00480	Glutathione metabolism	38	21	K11186	MTRYP	8
00480	Glutathione metabolism	38	21	K11206	TRYS-A, tryS	3
04640	Hematopoietic cell lineage	78	1	K05091	KIT, SCFR	12
00360	Phenylalanine metabolism	38	22	K00055	E1.1.1.90	5
00360	Phenylalanine metabolism	38	22	K00146	E1.2.1.39, feaB	1
00360	Phenylalanine metabolism	38	22	K00270	E1.4.1.20	7
00360	Phenylalanine metabolism	38	22	K00285	E1.4.99.1, dadA	6
00360	Phenylalanine metabolism	38	22	K00430	E1.11.1.7	9
00360	Phenylalanine metabolism	38	22	K00457	E1.13.11.27	4
00360	Phenylalanine metabolism	38	22	K00492	E1.14.13.-	10
00360	Phenylalanine metabolism	38	22	K00529	E1.18.1.3, hcaD	22
00360	Phenylalanine metabolism	38	22	K00812	E2.6.1.1A, aspB	6
00360	Phenylalanine metabolism	38	22	K00813	E2.6.1.1B, aspC	1
00360	Phenylalanine metabolism	38	22	K00817	E2.6.1.9, hisC	10
00360	Phenylalanine metabolism	38	22	K00824	E2.6.1.21, dat	2
00360	Phenylalanine metabolism	38	22	K00832	E2.6.1.57, tyrB	1
00360	Phenylalanine metabolism	38	22	K01426	E3.5.1.4, amiE	3
00360	Phenylalanine metabolism	38	22	K01451	E3.5.1.32, hipO	5
00360	Phenylalanine metabolism	38	22	K01593	E4.1.1.28, DDC	2
00360	Phenylalanine metabolism	38	22	K01666	E4.1.3.39, mhpE	3
00360	Phenylalanine metabolism	38	22	K01912	E6.2.1.30, paaK	16
00360	Phenylalanine metabolism	38	22	K05708	HCAA1, hcaE	2
00360	Phenylalanine metabolism	38	22	K05710	HCAC	3
00360	Phenylalanine metabolism	38	22	K05711	HCAB	7
00360	Phenylalanine metabolism	38	22	K10797	E1.3.1.31	4
00130	Ubiquinone biosynthesis	38	27	K00329	E1.6.5.3	26
00130	Ubiquinone biosynthesis	38	27	K00330	NUOA	2
00130	Ubiquinone biosynthesis	38	27	K00331	NUOB	3
00130	Ubiquinone biosynthesis	38	27	K00332	NUOC	3
00130	Ubiquinone biosynthesis	38	27	K00333	NUOD	3
00130	Ubiquinone biosynthesis	38	27	K00334	NUOE	9
00130	Ubiquinone biosynthesis	38	27	K00335	NUOF	25
00130	Ubiquinone biosynthesis	38	27	K00336	NUOG	14
00130	Ubiquinone biosynthesis	38	27	K00337	NUOH	12
00130	Ubiquinone biosynthesis	38	27	K00338	NUOI	12
00130	Ubiquinone biosynthesis	38	27	K00340	NUOK	3
00130	Ubiquinone biosynthesis	38	27	K00341	NUOL	2
00130	Ubiquinone biosynthesis	38	27	K00343	NUON	3
00130	Ubiquinone biosynthesis	38	27	K00568	UBIG	19
00130	Ubiquinone biosynthesis	38	27	K01661	MENB	2
00130	Ubiquinone biosynthesis	38	27	K01911	MENE	1
00130	Ubiquinone biosynthesis	38	27	K02548	MENA	1
00130	Ubiquinone biosynthesis	38	27	K02549	MENC	3
00130	Ubiquinone biosynthesis	38	27	K02551	MEND	1
00130	Ubiquinone biosynthesis	38	27	K02552	MENF	1
00130	Ubiquinone biosynthesis	38	27	K03179	UBIA	2
00130	Ubiquinone biosynthesis	38	27	K03182	UBID	1
00130	Ubiquinone biosynthesis	38	27	K03183	UBIE	12
00130	Ubiquinone biosynthesis	38	27	K03184	UBIF	2
00130	Ubiquinone biosynthesis	38	27	K03185	UBIH	1
00130	Ubiquinone biosynthesis	38	27	K03688	UBIB, aarF	2
00130	Ubiquinone biosynthesis	38	27	K08680	MENH	2
00071	Fatty acid metabolism	34	27	K00001	E1.1.1.1, adh	22
00071	Fatty acid metabolism	34	27	K00022	E1.1.1.35, fadB	50
00071	Fatty acid metabolism	34	27	K00128	E1.2.1.3	17
00071	Fatty acid metabolism	34	27	K00232	E1.3.3.6, ACOX1, ACOX3	15
00071	Fatty acid metabolism	34	27	K00248	E1.3.99.2, bcd	30
00071	Fatty acid metabolism	34	27	K00249	E1.3.99.3, ACADM, acd	33
00071	Fatty acid metabolism	34	27	K00252	E1.3.99.7, gcdH	19
00071	Fatty acid metabolism	34	27	K00255	E1.3.99.13, ACADL	1
00071	Fatty acid metabolism	34	27	K00493	E1.14.14.1	1
00071	Fatty acid metabolism	34	27	K00496	E1.14.15.3	1
00071	Fatty acid metabolism	34	27	K00529	E1.18.1.3, hcaD	22
00071	Fatty acid metabolism	34	27	K00626	E2.3.1.9, atoB	20
00071	Fatty acid metabolism	34	27	K00632	E2.3.1.16, fadA	16
00071	Fatty acid metabolism	34	27	K01692	E4.2.1.17, paaG	36
00071	Fatty acid metabolism	34	27	K01782	E5.1.2.3	35
00071	Fatty acid metabolism	34	27	K01825	E5.3.3.8, DCI	35
00071	Fatty acid metabolism	34	27	K01897	E6.2.1.3, fadD	38
00071	Fatty acid metabolism	34	27	K01909	E6.2.1.20, aas	34
00071	Fatty acid metabolism	34	27	K06445	FADE	2
00071	Fatty acid metabolism	34	27	K07508	ACAA2	15
00071	Fatty acid metabolism	34	27	K07509	HADHB	16
00071	Fatty acid metabolism	34	27	K07511	ECHS1	16
00071	Fatty acid metabolism	34	27	K07513	ACAA1	16
00071	Fatty acid metabolism	34	27	K07514	EHHADH1	35
00071	Fatty acid metabolism	34	27	K07515	HADHA1	35
00071	Fatty acid metabolism	34	27	K07516	EHHADH2	35
00071	Fatty acid metabolism	34	27	K09478	ACADSB	17
00750	Vitamin B6 metabolism	14	9	K00097	E1.1.1.262, pdxA	2
00750	Vitamin B6 metabolism	14	9	K00157	E1.2.3.1, AOX1	6
00750	Vitamin B6 metabolism	14	9	K00831	E2.6.1.52, serC	2
00750	Vitamin B6 metabolism	14	9	K00868	E2.7.1.35, pdxK	1
00750	Vitamin B6 metabolism	14	9	K01733	E4.2.3.1, thrC	19
00750	Vitamin B6 metabolism	14	9	K03472	E1.2.1.72, epd	1
00750	Vitamin B6 metabolism	14	9	K03474	E2.6.99.2, pdxJ	2
00750	Vitamin B6 metabolism	14	9	K06215	PDXS, pdx1	1
00750	Vitamin B6 metabolism	14	9	K08681	PDXT, pdx2	1
00621	Biphenyl degradation	15	3	K00055	E1.1.1.90	5
00621	Biphenyl degradation	15	3	K01666	E4.1.3.39, mhpE	3
00621	Biphenyl degradation	15	3	K10616	CYMA	2
00910	Nitrogen metabolism	107	60	K00260	E1.4.1.2	5
00910	Nitrogen metabolism	107	60	K00261	E1.4.1.3	9
00910	Nitrogen metabolism	107	60	K00262	E1.4.1.4, gdhA	6
00910	Nitrogen metabolism	107	60	K00264	E1.4.1.13	11
00910	Nitrogen metabolism	107	60	K00265	gltB	24
00910	Nitrogen metabolism	107	60	K00266	gltD	31
00910	Nitrogen metabolism	107	60	K00284	gltS	4
00910	Nitrogen metabolism	107	60	K00285	E1.4.99.1, dadA	6
00910	Nitrogen metabolism	107	60	K00360	E1.7.1.1	14
00910	Nitrogen metabolism	107	60	K00362	E1.7.1.4L, nirB	18
00910	Nitrogen metabolism	107	60	K00363	E1.7.1.4S, nirD	14
00910	Nitrogen metabolism	107	60	K00366	E1.7.7.1, nirA	11
00910	Nitrogen metabolism	107	60	K00367	E1.7.7.2, narB	4
00910	Nitrogen metabolism	107	60	K00368	E1.7.2.1	16
00910	Nitrogen metabolism	107	60	K00369	E1.7.99.4	9
00910	Nitrogen metabolism	107	60	K00370	narG	4
00910	Nitrogen metabolism	107	60	K00371	narH	5
00910	Nitrogen metabolism	107	60	K00372	E1.7.99.4C	9
00910	Nitrogen metabolism	107	60	K00376	nosZ	7
00910	Nitrogen metabolism	107	60	K00459	E1.13.11.32	1
00910	Nitrogen metabolism	107	60	K00605	E2.1.2.10, gcvT	8
00910	Nitrogen metabolism	107	60	K00926	E2.7.2.2, arcC	1
00910	Nitrogen metabolism	107	60	K01424	E3.5.1.1, ansA, ansB	2
00910	Nitrogen metabolism	107	60	K01425	E3.5.1.2, glsA	2
00910	Nitrogen metabolism	107	60	K01501	E3.5.5.1	1
00910	Nitrogen metabolism	107	60	K01673	E4.2.1.1A, cynT	1
00910	Nitrogen metabolism	107	60	K01725	E4.2.1.104, cynS	1
00910	Nitrogen metabolism	107	60	K01744	E4.3.1.1, aspA	19
00910	Nitrogen metabolism	107	60	K01745	E4.3.1.3, hutH	1
00910	Nitrogen metabolism	107	60	K01758	E4.4.1.1	2
00910	Nitrogen metabolism	107	60	K01760	E4.4.1.8, metC	12
00910	Nitrogen metabolism	107	60	K01915	E6.3.1.2, glnA	7
00910	Nitrogen metabolism	107	60	K01916	E6.3.1.5	2
00910	Nitrogen metabolism	107	60	K01948	E6.3.4.16, CPS1	3
00910	Nitrogen metabolism	107	60	K01953	E6.3.5.4, asnB	1
00910	Nitrogen metabolism	107	60	K02193	ccmA	19
00910	Nitrogen metabolism	107	60	K02194	ccmB	1
00910	Nitrogen metabolism	107	60	K02195	ccmC	2
00910	Nitrogen metabolism	107	60	K02197	ccmE	2
00910	Nitrogen metabolism	107	60	K02198	ccmF	1
00910	Nitrogen metabolism	107	60	K02199	ccmG, dsbE	1
00910	Nitrogen metabolism	107	60	K02200	ccmH	2
00910	Nitrogen metabolism	107	60	K02305	norC	3
00910	Nitrogen metabolism	107	60	K02567	napA	7
00910	Nitrogen metabolism	107	60	K02586	nifD	2
00910	Nitrogen metabolism	107	60	K02587	nifE	1
00910	Nitrogen metabolism	107	60	K02588	nifH	1
00910	Nitrogen metabolism	107	60	K02591	nifK	4
00910	Nitrogen metabolism	107	60	K02592	nifN	1
00910	Nitrogen metabolism	107	60	K02594	nifV	1
00910	Nitrogen metabolism	107	60	K02595	nifW	1
00910	Nitrogen metabolism	107	60	K03385	nrfA	1
00910	Nitrogen metabolism	107	60	K04013	nrfB	3
00910	Nitrogen metabolism	107	60	K04014	nrfC	19
00910	Nitrogen metabolism	107	60	K04488	nifU	1
00910	Nitrogen metabolism	107	60	K05601	E1.7.99.1	5
00910	Nitrogen metabolism	107	60	K08345	narZ	4
00910	Nitrogen metabolism	107	60	K08346	narY	3
00910	Nitrogen metabolism	107	60	K10534	E1.7.1.3, niaD	3
00910	Nitrogen metabolism	107	60	K10535	E1.7.3.4	1
03090	Type II secretion system	78	26	K01493	E3.5.4.12, comEB	1
03090	Type II secretion system	78	26	K02237	COMEA	1
03090	Type II secretion system	78	26	K02238	COMEC	3
03090	Type II secretion system	78	26	K02240	COMFA	1
03090	Type II secretion system	78	26	K02242	COMFC	1
03090	Type II secretion system	78	26	K02243	COMGA	1
03090	Type II secretion system	78	26	K02244	COMGB	1
03090	Type II secretion system	78	26	K02245	COMGC	1
03090	Type II secretion system	78	26	K02278	cpaA	1
03090	Type II secretion system	78	26	K02280	cpaC	1
03090	Type II secretion system	78	26	K02453	GSPD	3
03090	Type II secretion system	78	26	K02454	GSPE	2
03090	Type II secretion system	78	26	K02455	GSPF	2
03090	Type II secretion system	78	26	K02456	GSPG	2
03090	Type II secretion system	78	26	K02458	GSPI	2
03090	Type II secretion system	78	26	K02459	GSPJ	1
03090	Type II secretion system	78	26	K02460	GSPK	1
03090	Type II secretion system	78	26	K02654	pilD	1
03090	Type II secretion system	78	26	K02657	pilG	1
03090	Type II secretion system	78	26	K02658	pilH	3
03090	Type II secretion system	78	26	K02659	pilI	1
03090	Type II secretion system	78	26	K02660	pilJ	1
03090	Type II secretion system	78	26	K02666	pilQ	1
03090	Type II secretion system	78	26	K02667	pilR	1
03090	Type II secretion system	78	26	K02668	pilS	195
03090	Type II secretion system	78	26	K02669	pilT	3
00260	Glycine, serine and threonine metabolism	64	42	K00003	E1.1.1.3, thrA	14
00260	Glycine, serine and threonine metabolism	64	42	K00018	E1.1.1.29	12
00260	Glycine, serine and threonine metabolism	64	42	K00050	E1.1.1.81, ttuD	1
00260	Glycine, serine and threonine metabolism	64	42	K00058	E1.1.1.95, serA	16
00260	Glycine, serine and threonine metabolism	64	42	K00060	E1.1.1.103, tdh	4
00260	Glycine, serine and threonine metabolism	64	42	K00100	E1.1.1.-	2
00260	Glycine, serine and threonine metabolism	64	42	K00108	E1.1.99.1, betA, CHDH	2
00260	Glycine, serine and threonine metabolism	64	42	K00130	E1.2.1.8, betB, gbsA	5
00260	Glycine, serine and threonine metabolism	64	42	K00133	E1.2.1.11, asd	9
00260	Glycine, serine and threonine metabolism	64	42	K00273	E1.4.3.3, DAO	1
00260	Glycine, serine and threonine metabolism	64	42	K00282	E1.4.4.2A, gcvPA	7
00260	Glycine, serine and threonine metabolism	64	42	K00283	E1.4.4.2B, gcvPB	5
00260	Glycine, serine and threonine metabolism	64	42	K00302	E1.5.3.1A, soxA	19
00260	Glycine, serine and threonine metabolism	64	42	K00303	E1.5.3.1B, soxB	2
00260	Glycine, serine and threonine metabolism	64	42	K00304	E1.5.3.1D, soxD	2
00260	Glycine, serine and threonine metabolism	64	42	K00305	E1.5.3.1G, soxG	2
00260	Glycine, serine and threonine metabolism	64	42	K00314	E1.5.99.1	7
00260	Glycine, serine and threonine metabolism	64	42	K00315	E1.5.99.2	2
00260	Glycine, serine and threonine metabolism	64	42	K00382	DLD, lpd, pdhD	42
00260	Glycine, serine and threonine metabolism	64	42	K00499	E1.14.15.7	1
00260	Glycine, serine and threonine metabolism	64	42	K00600	E2.1.2.1, glyA	2
00260	Glycine, serine and threonine metabolism	64	42	K00605	E2.1.2.10, gcvT	8
00260	Glycine, serine and threonine metabolism	64	42	K00639	E2.3.1.29, kbl	3
00260	Glycine, serine and threonine metabolism	64	42	K00643	E2.3.1.37, ALAS	1
00260	Glycine, serine and threonine metabolism	64	42	K00830	E2.6.1.51	3
00260	Glycine, serine and threonine metabolism	64	42	K00831	E2.6.1.52, serC	2
00260	Glycine, serine and threonine metabolism	64	42	K00872	E2.7.1.39A, thrB	8
00260	Glycine, serine and threonine metabolism	64	42	K00928	E2.7.2.4, lysC	16
00260	Glycine, serine and threonine metabolism	64	42	K00998	E2.7.8.8, pssA	10
00260	Glycine, serine and threonine metabolism	64	42	K01079	E3.1.3.3, serB	3
00260	Glycine, serine and threonine metabolism	64	42	K01620	E4.1.2.5, ltaA	2
00260	Glycine, serine and threonine metabolism	64	42	K01697	E4.2.1.22, CBS	40
00260	Glycine, serine and threonine metabolism	64	42	K01733	E4.2.3.1, thrC	19
00260	Glycine, serine and threonine metabolism	64	42	K01752	E4.3.1.17, sdaA	2
00260	Glycine, serine and threonine metabolism	64	42	K01754	E4.3.1.19, ilvA, tdcB	20
00260	Glycine, serine and threonine metabolism	64	42	K01758	E4.4.1.1	2
00260	Glycine, serine and threonine metabolism	64	42	K01868	E6.1.1.3, thrS	4
00260	Glycine, serine and threonine metabolism	64	42	K01875	E6.1.1.11, serS	2
00260	Glycine, serine and threonine metabolism	64	42	K01878	E6.1.1.14A, glyQ	1
00260	Glycine, serine and threonine metabolism	64	42	K01880	E6.1.1.14C, GRS1	1
00260	Glycine, serine and threonine metabolism	64	42	K02203	E2.7.1.39	1
00260	Glycine, serine and threonine metabolism	64	42	K06720	ectC	1
00565	Ether lipid metabolism	12	2	K00655	E2.3.1.51, plsC	2
00565	Ether lipid metabolism	12	2	K01062	E3.1.1.47, PAFAH	2
00364	Fluorobenzoate degradation	10	6	K01061	E3.1.1.45	2
00364	Fluorobenzoate degradation	10	6	K01856	E5.5.1.1	6
00364	Fluorobenzoate degradation	10	6	K01860	E5.5.1.7	1
00364	Fluorobenzoate degradation	10	6	K03381	E1.13.11.1, catA	1
00364	Fluorobenzoate degradation	10	6	K03384	E1.14.12.-	3
00364	Fluorobenzoate degradation	10	6	K05549	BENA	1
00920	Sulfur metabolism	27	19	K00380	E1.8.1.2A, cysJ	21
00920	Sulfur metabolism	27	19	K00381	E1.8.1.2B, cysI	5
00920	Sulfur metabolism	27	19	K00387	E1.8.3.1, SUOX	6
00920	Sulfur metabolism	27	19	K00390	E1.8.4.8, cysH	23
00920	Sulfur metabolism	27	19	K00392	E1.8.7.1, sir	5
00920	Sulfur metabolism	27	19	K00394	E1.8.99.2A, aprA	5
00920	Sulfur metabolism	27	19	K00395	E1.8.99.2B, aprB	7
